,n,CV_mode,Model,R2_val,R2_test,Parameters,object
212,12,kfold_8,XGBRegressor,-0.03881465053014299,-0.013733658584627939,"{'learning_rate': 0.06998627858755348, 'max_depth': 15, 'max_leaves': 1, 'min_child_weight': 3, 'reg_alpha': 1.2778261376972333e-08, 'reg_lambda': 4.133157732926817e-07, 'subsample': 0.692523158849832, 'colsample_bytree': 0.9090678652456073}",
213,13,kfold_8,XGBRegressor,0.5403473270745781,0.5258441441760533,"{'learning_rate': 0.0703710436558272, 'max_depth': 18, 'max_leaves': 4, 'min_child_weight': 3, 'reg_alpha': 0.00015918189536813133, 'reg_lambda': 4.397923533822263e-06, 'subsample': 0.647566144170213, 'colsample_bytree': 0.6078379312236603}",
214,14,kfold_8,XGBRegressor,0.5626804709859711,0.6392842631778388,"{'learning_rate': 0.2165175601285017, 'max_depth': 13, 'max_leaves': 22, 'min_child_weight': 8, 'reg_alpha': 0.3853555512142562, 'reg_lambda': 0.00011401467214041486, 'subsample': 0.8560850007333809, 'colsample_bytree': 0.7660857258043008}",
215,15,kfold_8,XGBRegressor,0.6046302425801771,0.6185918749941177,"{'learning_rate': 0.01993957940474482, 'max_depth': 10, 'max_leaves': 23, 'min_child_weight': 2, 'reg_alpha': 7.734474330794501e-08, 'reg_lambda': 3.7761724004249004e-08, 'subsample': 0.8655829598881921, 'colsample_bytree': 0.9754130425474676}",
216,16,kfold_8,XGBRegressor,0.5056936993473062,0.5690854526345321,"{'learning_rate': 0.03907899478283122, 'max_depth': 15, 'max_leaves': 12, 'min_child_weight': 2, 'reg_alpha': 0.12394052094062673, 'reg_lambda': 7.550986778753676e-07, 'subsample': 0.9008336429606151, 'colsample_bytree': 0.5512628071863535}",
217,17,kfold_8,XGBRegressor,0.5858146914023401,0.7161294974831902,"{'learning_rate': 0.33911431804645764, 'max_depth': 15, 'max_leaves': 24, 'min_child_weight': 1, 'reg_alpha': 1.8155299908364914e-08, 'reg_lambda': 8.826729477392989e-05, 'subsample': 0.5531700078776862, 'colsample_bytree': 0.8394620558946522}",
218,18,kfold_8,XGBRegressor,0.6408319240814074,0.6528551429064895,"{'learning_rate': 0.05112175572992961, 'max_depth': 14, 'max_leaves': 30, 'min_child_weight': 4, 'reg_alpha': 0.00043233376045968445, 'reg_lambda': 2.1700525355672894e-05, 'subsample': 0.9556033687492991, 'colsample_bytree': 0.867668530301207}",
219,19,kfold_8,XGBRegressor,-0.04077923078376067,-0.013848285116435433,"{'learning_rate': 0.18196468067312951, 'max_depth': 19, 'max_leaves': 1, 'min_child_weight': 10, 'reg_alpha': 0.28855322057268457, 'reg_lambda': 0.0005288801389634022, 'subsample': 0.7008858142225642, 'colsample_bytree': 0.6777304991186801}",
220,20,kfold_8,XGBRegressor,0.5394994509289199,0.6540981566772384,"{'learning_rate': 0.07366521094898194, 'max_depth': 12, 'max_leaves': 18, 'min_child_weight': 3, 'reg_alpha': 3.4724637784509516e-08, 'reg_lambda': 1.5652836628470134e-07, 'subsample': 0.6695483967436566, 'colsample_bytree': 0.5561569321050757}",
221,21,kfold_8,XGBRegressor,0.6612553717603523,0.7295249001829873,"{'learning_rate': 0.12517999540403635, 'max_depth': 19, 'max_leaves': 12, 'min_child_weight': 3, 'reg_alpha': 3.3440610864076337e-06, 'reg_lambda': 7.421123296751403e-07, 'subsample': 0.9256452608164143, 'colsample_bytree': 0.854276633175857}",
222,22,kfold_8,XGBRegressor,0.5911973274916138,0.6808655640432483,"{'learning_rate': 0.47591010929360245, 'max_depth': 19, 'max_leaves': 14, 'min_child_weight': 4, 'reg_alpha': 5.5626357559338534e-05, 'reg_lambda': 1.7483747840100897e-08, 'subsample': 0.9233848955713017, 'colsample_bytree': 0.891427674922353}",
223,23,kfold_8,XGBRegressor,0.6394654202613592,0.6534619840367439,"{'learning_rate': 0.08481098724053403, 'max_depth': 18, 'max_leaves': 16, 'min_child_weight': 5, 'reg_alpha': 1.5470550453476314e-07, 'reg_lambda': 0.0015983761042768535, 'subsample': 0.8943633161949407, 'colsample_bytree': 0.9475964179872576}",
224,24,kfold_8,XGBRegressor,0.5288592924077282,0.5201654921022287,"{'learning_rate': 0.014232769484843845, 'max_depth': 18, 'max_leaves': 9, 'min_child_weight': 4, 'reg_alpha': 7.01864611615778e-07, 'reg_lambda': 6.329353724611157e-07, 'subsample': 0.9413718674087574, 'colsample_bytree': 0.7346130559113615}",
225,25,kfold_8,XGBRegressor,0.6540209457291862,0.6388828397627067,"{'learning_rate': 0.1175658999743244, 'max_depth': 17, 'max_leaves': 7, 'min_child_weight': 2, 'reg_alpha': 2.088489579942191, 'reg_lambda': 9.510091280557486e-06, 'subsample': 0.7333897940414785, 'colsample_bytree': 0.7683697988731415}",
226,26,kfold_8,XGBRegressor,0.6901542346050054,0.6836505073798109,"{'learning_rate': 0.0865340821232366, 'max_depth': 16, 'max_leaves': 13, 'min_child_weight': 1, 'reg_alpha': 0.18762661518144874, 'reg_lambda': 0.0014017627483779859, 'subsample': 0.696461340185743, 'colsample_bytree': 0.7512116133469963}",
227,27,kfold_8,XGBRegressor,0.6838270119039485,0.7128440466320167,"{'learning_rate': 0.14408667880176249, 'max_depth': 15, 'max_leaves': 22, 'min_child_weight': 2, 'reg_alpha': 0.03728989157099526, 'reg_lambda': 0.8558201924790543, 'subsample': 0.6633647332403431, 'colsample_bytree': 0.7859329034019441}",
228,28,kfold_8,XGBRegressor,0.6916411306861767,0.7007944571157025,"{'learning_rate': 0.19134530704764727, 'max_depth': 13, 'max_leaves': 10, 'min_child_weight': 1, 'reg_alpha': 0.006580123673997338, 'reg_lambda': 0.9807277023981209, 'subsample': 0.6601824239769559, 'colsample_bytree': 0.7750989127495711}",
229,29,kfold_8,XGBRegressor,0.5360710229646376,0.6364021809572751,"{'learning_rate': 0.47191162903327644, 'max_depth': 13, 'max_leaves': 3, 'min_child_weight': 1, 'reg_alpha': 8.440116738656263e-05, 'reg_lambda': 2.0943196162583915, 'subsample': 0.6994925357515533, 'colsample_bytree': 0.6627022812127481}",
230,30,kfold_8,XGBRegressor,0.6395330052082024,0.6005757653420637,"{'learning_rate': 0.06397196526238391, 'max_depth': 10, 'max_leaves': 18, 'min_child_weight': 2, 'reg_alpha': 1.6127190729953318, 'reg_lambda': 0.00015370574422743296, 'subsample': 0.5687456914511926, 'colsample_bytree': 0.8904156660128618}",
231,31,kfold_8,XGBRegressor,0.608753686862338,0.6060299782154892,"{'learning_rate': 0.48662202971637625, 'max_depth': 17, 'max_leaves': 18, 'min_child_weight': 1, 'reg_alpha': 4.037912657056699, 'reg_lambda': 1.304203034638337, 'subsample': 0.6241620924787102, 'colsample_bytree': 0.7213774932586847}",
232,32,kfold_8,XGBRegressor,0.5944675088957367,0.6189397334351617,"{'learning_rate': 0.4677981412808395, 'max_depth': 12, 'max_leaves': 8, 'min_child_weight': 6, 'reg_alpha': 0.0179319402975539, 'reg_lambda': 0.12074915612574436, 'subsample': 0.6548814286807104, 'colsample_bytree': 0.8215154080202246}",
233,33,kfold_8,XGBRegressor,0.5984573927705853,0.578803167246217,"{'learning_rate': 0.028033168208831394, 'max_depth': 16, 'max_leaves': 11, 'min_child_weight': 1, 'reg_alpha': 0.14671280377885546, 'reg_lambda': 1.3773445486159308, 'subsample': 0.6489997854717716, 'colsample_bytree': 0.8948757031100036}",
234,34,kfold_8,XGBRegressor,0.6418010912296228,0.6665670304553541,"{'learning_rate': 0.04262450404232172, 'max_depth': 14, 'max_leaves': 28, 'min_child_weight': 2, 'reg_alpha': 0.0004344156157870352, 'reg_lambda': 0.03976834644846766, 'subsample': 0.6787894919197591, 'colsample_bytree': 0.8160476273367594}",
235,35,kfold_8,XGBRegressor,0.5326207968115154,0.7443362518144162,"{'learning_rate': 0.39336884715148984, 'max_depth': 13, 'max_leaves': 14, 'min_child_weight': 1, 'reg_alpha': 0.0008166307393366207, 'reg_lambda': 0.06586312581488492, 'subsample': 0.5551079063769898, 'colsample_bytree': 0.7912483394258443}",
236,36,kfold_8,XGBRegressor,0.6612660170138112,0.6502739780867763,"{'learning_rate': 0.07771700937350971, 'max_depth': 12, 'max_leaves': 24, 'min_child_weight': 2, 'reg_alpha': 0.03594352668352876, 'reg_lambda': 0.8629277591184041, 'subsample': 0.6877246119750707, 'colsample_bytree': 0.6666892956880064}",
237,37,kfold_8,XGBRegressor,0.12943688823063393,0.14567704242166546,"{'learning_rate': 0.003450584567803011, 'max_depth': 14, 'max_leaves': 18, 'min_child_weight': 1, 'reg_alpha': 0.1817493657482291, 'reg_lambda': 0.002615259862476428, 'subsample': 0.5780067879513904, 'colsample_bytree': 0.6325438830569532}",
238,38,kfold_8,XGBRegressor,0.6355310137990593,0.7177032408180943,"{'learning_rate': 0.2520857907115537, 'max_depth': 11, 'max_leaves': 21, 'min_child_weight': 1, 'reg_alpha': 8.283282286898988e-08, 'reg_lambda': 1.748622861752132e-06, 'subsample': 0.8811439143462574, 'colsample_bytree': 0.7148489324332788}",
239,39,kfold_8,XGBRegressor,0.644954288806479,0.6134838349868617,"{'learning_rate': 0.10157397906707173, 'max_depth': 12, 'max_leaves': 26, 'min_child_weight': 5, 'reg_alpha': 0.1445638747208537, 'reg_lambda': 9.278638384203704, 'subsample': 0.6153114599717079, 'colsample_bytree': 0.7964398672028404}",
240,40,kfold_8,XGBRegressor,0.6710200361742769,0.6909375912655296,"{'learning_rate': 0.12489771613135975, 'max_depth': 4, 'max_leaves': 12, 'min_child_weight': 1, 'reg_alpha': 0.008864522247164922, 'reg_lambda': 0.011831240071152663, 'subsample': 0.6704923261652566, 'colsample_bytree': 0.7319663730427453}",
241,41,kfold_8,XGBRegressor,0.681625492419208,0.6774596250935598,"{'learning_rate': 0.049963922751017034, 'max_depth': 5, 'max_leaves': 13, 'min_child_weight': 2, 'reg_alpha': 0.0001776622007848966, 'reg_lambda': 0.00042816798020512575, 'subsample': 0.6696052451553767, 'colsample_bytree': 0.7081841524217785}",
242,42,kfold_8,XGBRegressor,0.597609154109892,0.5779873054996283,"{'learning_rate': 0.021132923572773788, 'max_depth': 4, 'max_leaves': 9, 'min_child_weight': 3, 'reg_alpha': 5.337313364978132e-06, 'reg_lambda': 2.282661961536184e-05, 'subsample': 0.5959625732684202, 'colsample_bytree': 0.7030207047587349}",
243,43,kfold_8,XGBRegressor,0.6245417261381023,0.5919682087377484,"{'learning_rate': 0.027540646343114004, 'max_depth': 8, 'max_leaves': 7, 'min_child_weight': 3, 'reg_alpha': 9.224391931913077e-06, 'reg_lambda': 0.0013123955609281852, 'subsample': 0.769791801929792, 'colsample_bytree': 0.7239827015130212}",
244,44,kfold_8,XGBRegressor,0.6463357003582787,0.6893379298638851,"{'learning_rate': 0.15467131608705706, 'max_depth': 15, 'max_leaves': 16, 'min_child_weight': 1, 'reg_alpha': 9.20283647984729e-07, 'reg_lambda': 1.0682666134544596e-07, 'subsample': 0.6850135403129252, 'colsample_bytree': 0.8129619093719463}",
245,45,kfold_8,XGBRegressor,0.36686826310667664,0.38687817226663834,"{'learning_rate': 0.019872903120074906, 'max_depth': 3, 'max_leaves': 28, 'min_child_weight': 3, 'reg_alpha': 2.6959850555707284e-05, 'reg_lambda': 0.0005667261186007547, 'subsample': 0.721002145850801, 'colsample_bytree': 0.5563166742629043}",
246,46,kfold_8,XGBRegressor,0.6816523908174967,0.6691785677708324,"{'learning_rate': 0.2303102366246919, 'max_depth': 16, 'max_leaves': 11, 'min_child_weight': 2, 'reg_alpha': 6.785725501543823e-06, 'reg_lambda': 0.00015097573858337203, 'subsample': 0.7726582944019681, 'colsample_bytree': 0.9395827609774732}",
247,47,kfold_8,XGBRegressor,0.674813259851726,0.6782940304401099,"{'learning_rate': 0.04985124440360379, 'max_depth': 16, 'max_leaves': 12, 'min_child_weight': 2, 'reg_alpha': 3.270686909799777e-07, 'reg_lambda': 7.7218798256722e-05, 'subsample': 0.7954687867732448, 'colsample_bytree': 0.9034590986193143}",
248,48,kfold_8,XGBRegressor,0.6655430862081897,0.6692262447362481,"{'learning_rate': 0.2337185107389633, 'max_depth': 19, 'max_leaves': 20, 'min_child_weight': 1, 'reg_alpha': 9.870110960455903e-06, 'reg_lambda': 0.0006842730178892579, 'subsample': 0.7050884451336377, 'colsample_bytree': 0.9605769057738538}",
249,49,kfold_8,XGBRegressor,0.6860261366668701,0.661046637519856,"{'learning_rate': 0.19421400494247967, 'max_depth': 13, 'max_leaves': 10, 'min_child_weight': 3, 'reg_alpha': 0.003282440386055623, 'reg_lambda': 2.214380229023389e-05, 'subsample': 0.7752860383064614, 'colsample_bytree': 0.942398898821128}",
250,50,kfold_8,XGBRegressor,0.6517144716746707,0.6985617072841226,"{'learning_rate': 0.08368130052782462, 'max_depth': 12, 'max_leaves': 15, 'min_child_weight': 2, 'reg_alpha': 0.1269287230364935, 'reg_lambda': 0.007086379233746981, 'subsample': 0.8520329008429645, 'colsample_bytree': 0.9089670228592507}",
251,51,kfold_8,XGBRegressor,0.645419945890445,0.6233798372326143,"{'learning_rate': 0.03630563674785103, 'max_depth': 11, 'max_leaves': 8, 'min_child_weight': 2, 'reg_alpha': 0.024556960525868334, 'reg_lambda': 4.3162233895258554e-07, 'subsample': 0.6411842515347611, 'colsample_bytree': 0.9820971422500031}",
252,52,kfold_8,XGBRegressor,0.6827975695960286,0.6569980011152741,"{'learning_rate': 0.07711569209132593, 'max_depth': 9, 'max_leaves': 7, 'min_child_weight': 2, 'reg_alpha': 0.005021313490025354, 'reg_lambda': 0.00030876819736170983, 'subsample': 0.7433260129306868, 'colsample_bytree': 0.9130738362467637}",
253,53,kfold_8,XGBRegressor,0.6758414692467722,0.6650583933780903,"{'learning_rate': 0.10271914685559588, 'max_depth': 10, 'max_leaves': 7, 'min_child_weight': 3, 'reg_alpha': 0.00011756740283614894, 'reg_lambda': 0.00019661381501601474, 'subsample': 0.7673199228094109, 'colsample_bytree': 0.9323284799347273}",
254,54,kfold_8,XGBRegressor,0.6067029327667358,0.6180107648362811,"{'learning_rate': 0.20367027166510282, 'max_depth': 9, 'max_leaves': 3, 'min_child_weight': 1, 'reg_alpha': 0.03571568331920574, 'reg_lambda': 0.020203485790498098, 'subsample': 0.7464282791506751, 'colsample_bytree': 0.934430526155141}",
255,55,kfold_8,XGBRegressor,0.6612829294025092,0.6673929310562539,"{'learning_rate': 0.3534830195798431, 'max_depth': 16, 'max_leaves': 23, 'min_child_weight': 4, 'reg_alpha': 0.13341564722854354, 'reg_lambda': 3.292417728930889, 'subsample': 0.7977982226074263, 'colsample_bytree': 0.9136884906792486}",
256,56,kfold_8,XGBRegressor,0.6571644948554367,0.6266277789989363,"{'learning_rate': 0.07027526822173973, 'max_depth': 12, 'max_leaves': 8, 'min_child_weight': 1, 'reg_alpha': 0.16128538218043306, 'reg_lambda': 1.071185078141561, 'subsample': 0.6762405652567611, 'colsample_bytree': 0.7513480100851279}",
257,57,kfold_8,XGBRegressor,0.5929636999312029,0.5814134000284212,"{'learning_rate': 0.020822495092393353, 'max_depth': 7, 'max_leaves': 12, 'min_child_weight': 1, 'reg_alpha': 0.002956644759669102, 'reg_lambda': 2.354123231799468e-05, 'subsample': 0.768148144262646, 'colsample_bytree': 0.9973963421877348}",
258,58,kfold_8,XGBRegressor,0.5881635497514488,0.6980623626249842,"{'learning_rate': 0.32841629987865456, 'max_depth': 6, 'max_leaves': 20, 'min_child_weight': 5, 'reg_alpha': 0.0009078279697497383, 'reg_lambda': 1.7171350223055125e-05, 'subsample': 0.8384100690004286, 'colsample_bytree': 0.9742446482257939}",
259,59,kfold_8,XGBRegressor,0.6443171951374339,0.6729587163814444,"{'learning_rate': 0.05542600192096583, 'max_depth': 19, 'max_leaves': 25, 'min_child_weight': 1, 'reg_alpha': 0.01692344002313989, 'reg_lambda': 0.09119947722018208, 'subsample': 0.7613884632304567, 'colsample_bytree': 0.7378200167978275}",
260,60,kfold_8,XGBRegressor,0.6403618677476504,0.6682916783204017,"{'learning_rate': 0.15578809162197021, 'max_depth': 19, 'max_leaves': 10, 'min_child_weight': 2, 'reg_alpha': 0.08709423907476785, 'reg_lambda': 2.1881375113132125e-05, 'subsample': 0.5263039801509198, 'colsample_bytree': 0.6992524317379922}",
261,61,kfold_8,XGBRegressor,0.6648283871388391,0.6568655957438883,"{'learning_rate': 0.05864124398426511, 'max_depth': 19, 'max_leaves': 10, 'min_child_weight': 1, 'reg_alpha': 0.2814122979415516, 'reg_lambda': 0.004034975558684216, 'subsample': 0.7070700196273806, 'colsample_bytree': 0.8201589882527436}",
262,62,kfold_8,XGBRegressor,0.4817400815970996,0.5420445064335215,"{'learning_rate': 0.06234943942069111, 'max_depth': 14, 'max_leaves': 10, 'min_child_weight': 1, 'reg_alpha': 0.00952434715981869, 'reg_lambda': 0.0020181988842110543, 'subsample': 0.7441849212545473, 'colsample_bytree': 0.5804177318297686}",
263,63,kfold_8,XGBRegressor,0.6664013529307663,0.6691768889835444,"{'learning_rate': 0.17162317501985866, 'max_depth': 14, 'max_leaves': 7, 'min_child_weight': 1, 'reg_alpha': 4.364465849240526e-07, 'reg_lambda': 1.229613227531383e-08, 'subsample': 0.8305057605515124, 'colsample_bytree': 0.9419596490514767}",
264,64,kfold_8,XGBRegressor,0.6287841087161454,0.6693228173735926,"{'learning_rate': 0.3107417368935376, 'max_depth': 18, 'max_leaves': 8, 'min_child_weight': 3, 'reg_alpha': 0.0004834896560357787, 'reg_lambda': 0.0002687254808080423, 'subsample': 0.7036745896172407, 'colsample_bytree': 0.9911585470359774}",
265,65,kfold_8,XGBRegressor,0.690142235089543,0.6956976151718641,"{'learning_rate': 0.08425526042738263, 'max_depth': 19, 'max_leaves': 12, 'min_child_weight': 2, 'reg_alpha': 3.3004660276334175e-05, 'reg_lambda': 0.3364856990501209, 'subsample': 0.7165700357958517, 'colsample_bytree': 0.7950871907913986}",
266,66,kfold_8,XGBRegressor,0.6601882528510062,0.6987576465661371,"{'learning_rate': 0.06229035688886646, 'max_depth': 15, 'max_leaves': 11, 'min_child_weight': 3, 'reg_alpha': 7.277094811225849e-05, 'reg_lambda': 0.12570637343981889, 'subsample': 0.8012336904646277, 'colsample_bytree': 0.7196981760079784}",
267,67,kfold_8,XGBRegressor,0.6577764139492575,0.6649058530900014,"{'learning_rate': 0.12686259275047465, 'max_depth': 17, 'max_leaves': 11, 'min_child_weight': 4, 'reg_alpha': 0.0008558948506691233, 'reg_lambda': 3.8329360302939057, 'subsample': 0.7253402036494616, 'colsample_bytree': 0.9122687025055817}",
268,68,kfold_8,XGBRegressor,0.6131800253847626,0.6052338836867062,"{'learning_rate': 0.029139389201146622, 'max_depth': 18, 'max_leaves': 9, 'min_child_weight': 1, 'reg_alpha': 6.741769407745417e-05, 'reg_lambda': 0.33277926569625366, 'subsample': 0.6797741037822675, 'colsample_bytree': 0.8127361144073842}",
269,69,kfold_8,XGBRegressor,0.6329882431887464,0.6604486964484216,"{'learning_rate': 0.32176888863558484, 'max_depth': 12, 'max_leaves': 13, 'min_child_weight': 4, 'reg_alpha': 0.28256980786477115, 'reg_lambda': 5.086494572153945e-05, 'subsample': 0.8076818460308383, 'colsample_bytree': 0.9458458913959674}",
270,70,kfold_8,XGBRegressor,0.6437464269049669,0.6599205208183436,"{'learning_rate': 0.03557500026945278, 'max_depth': 12, 'max_leaves': 16, 'min_child_weight': 4, 'reg_alpha': 0.00273776390807597, 'reg_lambda': 2.4572090904513216e-07, 'subsample': 0.7735811777270001, 'colsample_bytree': 0.7781458447775692}",
271,71,kfold_8,XGBRegressor,0.6477284098946705,0.6163501199903028,"{'learning_rate': 0.12570518853427634, 'max_depth': 11, 'max_leaves': 23, 'min_child_weight': 1, 'reg_alpha': 1.989633882052379, 'reg_lambda': 0.00021081079092177617, 'subsample': 0.7926762484263802, 'colsample_bytree': 0.6823954240285353}",
272,72,kfold_8,XGBRegressor,0.6502680674807235,0.6618594654184222,"{'learning_rate': 0.035559277826352445, 'max_depth': 20, 'max_leaves': 15, 'min_child_weight': 3, 'reg_alpha': 1.0854148662935542e-06, 'reg_lambda': 0.11356419756645272, 'subsample': 0.7287980370185994, 'colsample_bytree': 0.752512580719401}",
273,73,kfold_8,XGBRegressor,0.6387458850876215,0.6896143975823952,"{'learning_rate': 0.07244571857588607, 'max_depth': 15, 'max_leaves': 24, 'min_child_weight': 2, 'reg_alpha': 0.15959913147648094, 'reg_lambda': 0.01436084918985174, 'subsample': 0.6064299805176672, 'colsample_bytree': 0.8393708427524026}",
274,74,kfold_8,XGBRegressor,-0.0053264935497376875,0.027159444748200867,"{'learning_rate': 0.0006229149214960935, 'max_depth': 8, 'max_leaves': 11, 'min_child_weight': 10, 'reg_alpha': 6.059588809077586e-06, 'reg_lambda': 1.1681801776259686e-08, 'subsample': 0.6555980468125877, 'colsample_bytree': 0.7730915239563649}",
275,75,kfold_8,XGBRegressor,0.6803529470827713,0.6704261656193989,"{'learning_rate': 0.1593769835490816, 'max_depth': 11, 'max_leaves': 7, 'min_child_weight': 1, 'reg_alpha': 1.0662285559009093e-08, 'reg_lambda': 0.0009928689261715536, 'subsample': 0.6967641307521459, 'colsample_bytree': 0.9002989317362657}",
276,76,kfold_8,XGBRegressor,-0.019138096297276475,0.007907765567688019,"{'learning_rate': 0.00037440351659760767, 'max_depth': 8, 'max_leaves': 17, 'min_child_weight': 8, 'reg_alpha': 1.8785407663331808, 'reg_lambda': 0.006300422934873259, 'subsample': 0.5117134826231261, 'colsample_bytree': 0.91397817778691}",
277,77,kfold_8,XGBRegressor,0.16155961986078404,0.16075150645584324,"{'learning_rate': 0.00277504636694812, 'max_depth': 12, 'max_leaves': 8, 'min_child_weight': 2, 'reg_alpha': 2.0549255729660252e-07, 'reg_lambda': 5.60097981771669e-07, 'subsample': 0.7615264399047691, 'colsample_bytree': 0.7580134235941393}",
278,78,kfold_8,XGBRegressor,0.6457646581820182,0.628278010521499,"{'learning_rate': 0.12135281372217015, 'max_depth': 13, 'max_leaves': 3, 'min_child_weight': 4, 'reg_alpha': 0.0007989413529121367, 'reg_lambda': 4.387665043000916e-07, 'subsample': 0.8185654409928259, 'colsample_bytree': 0.9839717382695187}",
279,79,kfold_8,XGBRegressor,0.4840124606104086,0.4475143779175773,"{'learning_rate': 0.017568874401683417, 'max_depth': 4, 'max_leaves': 4, 'min_child_weight': 2, 'reg_alpha': 0.0027427467172969626, 'reg_lambda': 0.000417345369576508, 'subsample': 0.6172886326066644, 'colsample_bytree': 0.8734573732003282}",
280,80,kfold_8,XGBRegressor,0.03535740407228405,0.07966588324923696,"{'learning_rate': 0.0021989560518702747, 'max_depth': 18, 'max_leaves': 38, 'min_child_weight': 9, 'reg_alpha': 3.26702097037241e-05, 'reg_lambda': 0.001572585855626794, 'subsample': 0.5160356025068149, 'colsample_bytree': 0.909044704214877}",
281,81,kfold_8,XGBRegressor,0.6409769023820252,0.6530927378416814,"{'learning_rate': 0.25712420016032334, 'max_depth': 6, 'max_leaves': 6, 'min_child_weight': 1, 'reg_alpha': 3.2082961135550086e-06, 'reg_lambda': 0.0001289482186709652, 'subsample': 0.6872655556821484, 'colsample_bytree': 0.7222025574970757}",
282,82,kfold_8,XGBRegressor,0.6708598406633739,0.6636099658413852,"{'learning_rate': 0.05695203975721263, 'max_depth': 4, 'max_leaves': 17, 'min_child_weight': 2, 'reg_alpha': 0.0020012780970703665, 'reg_lambda': 1.8580662541155942e-05, 'subsample': 0.7380013559755942, 'colsample_bytree': 0.7779027290059631}",
283,83,kfold_8,XGBRegressor,0.6410572965094958,0.6608796752849159,"{'learning_rate': 0.27886310388553737, 'max_depth': 15, 'max_leaves': 13, 'min_child_weight': 4, 'reg_alpha': 1.791922605144182e-05, 'reg_lambda': 0.0009504957312166058, 'subsample': 0.790367858953788, 'colsample_bytree': 0.9036815108074344}",
284,84,kfold_8,XGBRegressor,0.080844019503727,0.10716442344015231,"{'learning_rate': 0.0037707656520327096, 'max_depth': 3, 'max_leaves': 27, 'min_child_weight': 10, 'reg_alpha': 4.095036878626101e-05, 'reg_lambda': 0.00011187272768199312, 'subsample': 0.8698117609329641, 'colsample_bytree': 0.5610957263247771}",
285,85,kfold_8,XGBRegressor,0.6408979830869634,0.6609646862918808,"{'learning_rate': 0.10552914708315579, 'max_depth': 20, 'max_leaves': 16, 'min_child_weight': 3, 'reg_alpha': 0.00013950846265017633, 'reg_lambda': 2.1629928807702137, 'subsample': 0.6159280765431359, 'colsample_bytree': 0.7629631118993125}",
286,86,kfold_8,XGBRegressor,-0.03703088676666133,-0.012833899849048702,"{'learning_rate': 0.06666112104163005, 'max_depth': 16, 'max_leaves': 1, 'min_child_weight': 1, 'reg_alpha': 1.6476646711257747e-05, 'reg_lambda': 7.754182036153373e-05, 'subsample': 0.7257320145090619, 'colsample_bytree': 0.7849710948351849}",
287,87,kfold_8,XGBRegressor,0.6055153838025102,0.6294597638220274,"{'learning_rate': 0.49477953097796123, 'max_depth': 12, 'max_leaves': 11, 'min_child_weight': 1, 'reg_alpha': 0.0001504340892030098, 'reg_lambda': 4.572851931986732e-05, 'subsample': 0.7953229585694248, 'colsample_bytree': 0.8974424915114703}",
288,88,kfold_8,XGBRegressor,0.39221588172921473,0.5255261421128843,"{'learning_rate': 0.27144819125006686, 'max_depth': 20, 'max_leaves': 34, 'min_child_weight': 10, 'reg_alpha': 0.00430494367133182, 'reg_lambda': 1.5286742336268901e-07, 'subsample': 0.524016261049423, 'colsample_bytree': 0.7642760304994551}",
289,89,kfold_8,XGBRegressor,-0.006652120325612909,0.014248939806090877,"{'learning_rate': 0.0003487713851305098, 'max_depth': 16, 'max_leaves': 5, 'min_child_weight': 2, 'reg_alpha': 0.013282898806573807, 'reg_lambda': 0.01194104526194753, 'subsample': 0.882280004085451, 'colsample_bytree': 0.7562708541074742}",
290,90,kfold_8,XGBRegressor,0.011555838412071417,0.048249484392776876,"{'learning_rate': 0.0009751188244322396, 'max_depth': 13, 'max_leaves': 38, 'min_child_weight': 9, 'reg_alpha': 8.073901564273774e-07, 'reg_lambda': 1.2829853901941957e-08, 'subsample': 0.6111299354487292, 'colsample_bytree': 0.6788183542257049}",
291,91,kfold_8,XGBRegressor,0.6386044548446199,0.6131735866783818,"{'learning_rate': 0.17054955276812453, 'max_depth': 12, 'max_leaves': 3, 'min_child_weight': 2, 'reg_alpha': 2.5411918316624245e-07, 'reg_lambda': 1.6634363185894911, 'subsample': 0.7275615958310522, 'colsample_bytree': 0.9748254528091186}",
292,92,kfold_8,XGBRegressor,0.663241933139382,0.6655689159200685,"{'learning_rate': 0.16288533206167558, 'max_depth': 12, 'max_leaves': 6, 'min_child_weight': 1, 'reg_alpha': 3.840085651195987e-07, 'reg_lambda': 9.524844044599491e-06, 'subsample': 0.7302006630660575, 'colsample_bytree': 0.878877538720155}",
293,93,kfold_8,XGBRegressor,0.6839771192684136,0.6912420543190181,"{'learning_rate': 0.18444372046101443, 'max_depth': 10, 'max_leaves': 8, 'min_child_weight': 2, 'reg_alpha': 1.6730947533962597e-07, 'reg_lambda': 0.006797621160463677, 'subsample': 0.6626114138052489, 'colsample_bytree': 0.8244827298110798}",
294,94,kfold_8,XGBRegressor,0.6953457664928572,0.7088015414998319,"{'learning_rate': 0.19252556916010033, 'max_depth': 13, 'max_leaves': 8, 'min_child_weight': 3, 'reg_alpha': 2.3172432376309557e-08, 'reg_lambda': 9.278244452741841e-07, 'subsample': 0.8410188087775918, 'colsample_bytree': 0.730231148278855}",
295,95,kfold_8,XGBRegressor,0.6023407173162639,0.7286043705320315,"{'learning_rate': 0.2360221322920589, 'max_depth': 14, 'max_leaves': 14, 'min_child_weight': 5, 'reg_alpha': 2.0130077450766778e-08, 'reg_lambda': 1.4099548685646094e-05, 'subsample': 0.9043882314373606, 'colsample_bytree': 0.6218686676223297}",
