,n,CV_mode,Model,R2_val,R2_test,Parameters,object
0,0,kfold_8,ANN,-0.025293357538373806,0.005675717214614351,"{'learning_rate': 1.034901992436461e-06, 'batch_size': 59, 'n_neurons': 195, 'n_layers': 3, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
1,1,kfold_8,ANN,-0.026125978789122595,-0.0018219004892738866,"{'learning_rate': 1.8436139650705944e-06, 'batch_size': 62, 'n_neurons': 153, 'n_layers': 3, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
2,2,kfold_8,ANN,0.02006638436972019,0.017574945287513133,"{'learning_rate': 3.9489640380544845e-06, 'batch_size': 69, 'n_neurons': 125, 'n_layers': 1, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
3,3,kfold_8,ANN,-0.039274524415503054,0.002329379364387929,"{'learning_rate': 1.4511771969697683e-06, 'batch_size': 80, 'n_neurons': 66, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
4,4,kfold_8,ANN,0.39839068997446525,0.07415789222032476,"{'learning_rate': 0.00016953842978013534, 'batch_size': 57, 'n_neurons': 64, 'n_layers': 5, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
5,5,kfold_8,ANN,-0.0175911771506021,0.00094718649170078,"{'learning_rate': 5.375847621050528e-06, 'batch_size': 50, 'n_neurons': 37, 'n_layers': 5, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
6,6,kfold_8,ANN,0.09477865120332907,0.2620071657175932,"{'learning_rate': 2.0493177779485098e-05, 'batch_size': 73, 'n_neurons': 73, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
7,7,kfold_8,ANN,0.5208250477922386,0.4453634644753405,"{'learning_rate': 0.00015985832731746122, 'batch_size': 74, 'n_neurons': 193, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
8,8,kfold_8,ANN,0.04477119517847794,0.13786533477320384,"{'learning_rate': 2.804663931151323e-06, 'batch_size': 76, 'n_neurons': 151, 'n_layers': 1, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
9,9,kfold_8,ANN,0.3254434556232849,0.15730851776904153,"{'learning_rate': 0.00022060894963894266, 'batch_size': 74, 'n_neurons': 140, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
10,10,kfold_8,ANN,0.5012781168139533,0.35767363489756765,"{'learning_rate': 0.00042951605322102254, 'batch_size': 80, 'n_neurons': 188, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
11,11,kfold_8,ANN,0.5269702815924314,0.3990140541158246,"{'learning_rate': 0.0001244578659379955, 'batch_size': 79, 'n_neurons': 160, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
12,12,kfold_8,ANN,0.5081831673856685,0.4237172437577367,"{'learning_rate': 6.118090361261917e-05, 'batch_size': 69, 'n_neurons': 111, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
13,13,kfold_8,ANN,0.4346030136344817,0.3361627458521894,"{'learning_rate': 5.066031959130827e-05, 'batch_size': 66, 'n_neurons': 197, 'n_layers': 1, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
14,14,kfold_8,ANN,-0.01621822459691602,0.010332045297780201,"{'learning_rate': 1.7279705547462134e-05, 'batch_size': 79, 'n_neurons': 162, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
15,15,kfold_8,ANN,0.5878203823405483,0.5322120646053787,"{'learning_rate': 0.00012717070899840249, 'batch_size': 56, 'n_neurons': 158, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
16,16,kfold_8,ANN,0.5243497466570455,0.33017478042539894,"{'learning_rate': 0.00020342378408646825, 'batch_size': 54, 'n_neurons': 197, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
17,17,kfold_8,ANN,0.021443677535964545,0.04953011863271006,"{'learning_rate': 7.058360875711218e-05, 'batch_size': 52, 'n_neurons': 120, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
18,18,kfold_8,ANN,0.5775088681177712,0.4674418895752983,"{'learning_rate': 0.00016077475883321282, 'batch_size': 60, 'n_neurons': 59, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
19,19,kfold_8,ANN,0.6338104240571832,0.4724955803344114,"{'learning_rate': 0.00039131624743275647, 'batch_size': 58, 'n_neurons': 35, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
20,20,kfold_8,ANN,0.2069035819995506,0.047783170082638105,"{'learning_rate': 0.00031483188154790727, 'batch_size': 54, 'n_neurons': 140, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
21,21,kfold_8,ANN,0.3480699208366764,0.44074297149126584,"{'learning_rate': 0.00010872069039374482, 'batch_size': 62, 'n_neurons': 34, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
22,22,kfold_8,ANN,0.5325644251400405,0.40588593061222544,"{'learning_rate': 0.0002590243819382149, 'batch_size': 53, 'n_neurons': 83, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
23,23,kfold_8,ANN,0.46783115943895937,0.4853318922358747,"{'learning_rate': 0.00019642142588115942, 'batch_size': 62, 'n_neurons': 189, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
24,24,kfold_8,ANN,0.44005253447036186,0.43726605140633634,"{'learning_rate': 0.0002331600404783466, 'batch_size': 52, 'n_neurons': 48, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
25,25,kfold_8,ANN,0.20508481796731137,0.07442508467200548,"{'learning_rate': 0.0004655887187793441, 'batch_size': 54, 'n_neurons': 52, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
26,26,kfold_8,ANN,0.07026038785807198,0.0592280862192992,"{'learning_rate': 2.6434091486795364e-05, 'batch_size': 53, 'n_neurons': 28, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
27,27,kfold_8,ANN,0.48964253217089737,0.3397219986860063,"{'learning_rate': 0.00020266381647507942, 'batch_size': 65, 'n_neurons': 84, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
28,28,kfold_8,ANN,0.4463962099406654,0.2325884027325903,"{'learning_rate': 0.0003165468958079209, 'batch_size': 50, 'n_neurons': 143, 'n_layers': 3, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
29,29,kfold_8,ANN,0.4900119163625558,0.3201561598071867,"{'learning_rate': 0.0002158532127656275, 'batch_size': 57, 'n_neurons': 60, 'n_layers': 3, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
30,30,kfold_8,ANN,0.6200056323618897,0.5669078795611868,"{'learning_rate': 0.00046508325918904304, 'batch_size': 58, 'n_neurons': 28, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
31,31,kfold_8,ANN,0.47427545928990855,0.393462554425585,"{'learning_rate': 0.0003603237527857221, 'batch_size': 67, 'n_neurons': 55, 'n_layers': 1, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
32,32,kfold_8,ANN,0.5983222443569014,0.5668625693527319,"{'learning_rate': 0.0002637818439930791, 'batch_size': 57, 'n_neurons': 53, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
33,33,kfold_8,ANN,0.5896781553221901,0.4905061397309819,"{'learning_rate': 0.00041119157551791895, 'batch_size': 54, 'n_neurons': 41, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
34,34,kfold_8,ANN,0.6093947942616449,0.6985202512912515,"{'learning_rate': 0.00042226179421916564, 'batch_size': 56, 'n_neurons': 25, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
35,35,kfold_8,ANN,0.5083947874500541,0.41550312696896385,"{'learning_rate': 0.0001573705931092244, 'batch_size': 58, 'n_neurons': 33, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
36,36,kfold_8,ANN,0.6066461788123094,0.49845867442495706,"{'learning_rate': 0.0004914184248879418, 'batch_size': 65, 'n_neurons': 30, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
37,37,kfold_8,ANN,0.603629216503939,0.6864038123967453,"{'learning_rate': 0.0003764541293723602, 'batch_size': 64, 'n_neurons': 39, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
38,38,kfold_8,ANN,0.35733557858080744,0.24809776294625885,"{'learning_rate': 9.40679793316001e-05, 'batch_size': 70, 'n_neurons': 40, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
39,39,kfold_8,ANN,0.5879659855825531,0.42455757911916914,"{'learning_rate': 0.0004892370215318279, 'batch_size': 69, 'n_neurons': 50, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
40,40,kfold_8,ANN,0.575000174565756,0.47513777207696994,"{'learning_rate': 0.0004525227406389737, 'batch_size': 63, 'n_neurons': 28, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
41,41,kfold_8,ANN,0.5039553939662428,0.505813036846254,"{'learning_rate': 0.00038636778636347, 'batch_size': 71, 'n_neurons': 24, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
42,42,kfold_8,ANN,0.4605539579898402,0.2866249225389351,"{'learning_rate': 0.00021616218599677394, 'batch_size': 53, 'n_neurons': 22, 'n_layers': 2, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
43,43,kfold_8,ANN,0.6309873615038932,0.4275012542667157,"{'learning_rate': 0.0004955593463510285, 'batch_size': 63, 'n_neurons': 35, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
44,44,kfold_8,ANN,0.4951911283549496,0.34136809172750493,"{'learning_rate': 0.00022908177975227594, 'batch_size': 72, 'n_neurons': 42, 'n_layers': 3, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
45,45,kfold_8,ANN,0.4653536621272025,0.34957103581956306,"{'learning_rate': 0.00030098547344326303, 'batch_size': 61, 'n_neurons': 22, 'n_layers': 5, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
46,46,kfold_8,ANN,0.36522845254270064,0.20758201819488908,"{'learning_rate': 0.00021965705912291053, 'batch_size': 66, 'n_neurons': 25, 'n_layers': 3, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
47,47,kfold_8,ANN,0.2506916136979279,0.2855433201230927,"{'learning_rate': 0.0002720298230048916, 'batch_size': 62, 'n_neurons': 22, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
48,48,kfold_8,ANN,0.3010224405162192,-0.057560098254883396,"{'learning_rate': 0.00038688326068038204, 'batch_size': 64, 'n_neurons': 72, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
49,49,kfold_8,ANN,-0.014201371329568113,0.005066014258995888,"{'learning_rate': 2.5511756646360193e-06, 'batch_size': 79, 'n_neurons': 30, 'n_layers': 2, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
50,50,kfold_8,ANN,-0.023394319313042145,0.0024318195410367727,"{'learning_rate': 2.7534952244592558e-06, 'batch_size': 54, 'n_neurons': 83, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
51,51,kfold_8,ANN,0.506884055705453,0.5045572999846224,"{'learning_rate': 0.000211135296321963, 'batch_size': 62, 'n_neurons': 23, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
52,52,kfold_8,ANN,0.6229368001533933,0.7210674958151155,"{'learning_rate': 0.0004976818607608095, 'batch_size': 63, 'n_neurons': 76, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
53,53,kfold_8,ANN,0.22711659963871378,0.2421278908048583,"{'learning_rate': 0.00018074417184961184, 'batch_size': 67, 'n_neurons': 95, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
54,54,kfold_8,ANN,0.5450923813207499,0.647076922429707,"{'learning_rate': 0.0002783682632606798, 'batch_size': 59, 'n_neurons': 75, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
55,55,kfold_8,ANN,-0.07477593846595987,0.14363027723008948,"{'learning_rate': 0.0004844383403382952, 'batch_size': 65, 'n_neurons': 92, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
56,56,kfold_8,ANN,0.5628727354313834,0.56403831415437,"{'learning_rate': 0.00034152194139867506, 'batch_size': 62, 'n_neurons': 79, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
57,57,kfold_8,ANN,0.5571801152890896,0.534555577351765,"{'learning_rate': 0.0003511362406049786, 'batch_size': 58, 'n_neurons': 34, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
58,58,kfold_8,ANN,-0.016015473725008,0.021632935126535524,"{'learning_rate': 6.59376551951086e-06, 'batch_size': 60, 'n_neurons': 69, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
59,59,kfold_8,ANN,-0.007179596224321294,0.020243630660795486,"{'learning_rate': 3.119890243151448e-06, 'batch_size': 52, 'n_neurons': 123, 'n_layers': 2, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
60,60,kfold_8,ANN,0.6358523563863282,0.47581471847155765,"{'learning_rate': 0.0004403186410086752, 'batch_size': 59, 'n_neurons': 20, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
61,61,kfold_8,ANN,-0.005551534376509792,0.050087364037217696,"{'learning_rate': 1.1013254817364949e-06, 'batch_size': 52, 'n_neurons': 180, 'n_layers': 1, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
62,62,kfold_8,ANN,-0.04124702388866308,0.008058152267589103,"{'learning_rate': 1.0091060328589827e-06, 'batch_size': 80, 'n_neurons': 152, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
63,63,kfold_8,ANN,0.6179566521967876,0.5888669638253339,"{'learning_rate': 0.00042264568357510595, 'batch_size': 60, 'n_neurons': 25, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
64,64,kfold_8,ANN,0.409188646269831,0.3477737219276218,"{'learning_rate': 0.0002661087366196965, 'batch_size': 58, 'n_neurons': 34, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
65,65,kfold_8,ANN,0.6149252097221496,0.5432126835307431,"{'learning_rate': 0.00027878569721791863, 'batch_size': 56, 'n_neurons': 43, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
66,66,kfold_8,ANN,0.5710964636111477,0.48674011191826716,"{'learning_rate': 0.00041057440954869544, 'batch_size': 60, 'n_neurons': 30, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
67,67,kfold_8,ANN,0.6637929396051061,0.6428912484970246,"{'learning_rate': 0.0004711189161643502, 'batch_size': 56, 'n_neurons': 66, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
68,68,kfold_8,ANN,0.4692073805428276,0.34022572301333753,"{'learning_rate': 0.00027139501740862306, 'batch_size': 57, 'n_neurons': 133, 'n_layers': 6, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
69,69,kfold_8,ANN,-0.01084836128826061,0.004572452187206921,"{'learning_rate': 2.0207506935545294e-05, 'batch_size': 68, 'n_neurons': 59, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
70,70,kfold_8,ANN,0.6409335088886382,0.7009184248573591,"{'learning_rate': 0.0004162400441393751, 'batch_size': 55, 'n_neurons': 104, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
71,71,kfold_8,ANN,0.5939084169969792,0.5377537135245098,"{'learning_rate': 0.00021215610383154438, 'batch_size': 59, 'n_neurons': 70, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
72,72,kfold_8,ANN,0.6498047576930024,0.6736030203079242,"{'learning_rate': 0.00039462533469204427, 'batch_size': 54, 'n_neurons': 145, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
73,73,kfold_8,ANN,0.6606044313261785,0.5947192063881451,"{'learning_rate': 0.0002727084914254164, 'batch_size': 51, 'n_neurons': 146, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
74,74,kfold_8,ANN,0.6595935541007653,0.6711285608792632,"{'learning_rate': 0.00034004523137078974, 'batch_size': 54, 'n_neurons': 145, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
75,75,kfold_8,ANN,0.6471562541272999,0.6607869442298624,"{'learning_rate': 0.00043842849521268557, 'batch_size': 56, 'n_neurons': 135, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
76,76,kfold_8,ANN,0.6732930581568114,0.6377205683904703,"{'learning_rate': 0.0004085602001179038, 'batch_size': 54, 'n_neurons': 132, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
77,77,kfold_8,ANN,0.6846073882458984,0.7301532859895574,"{'learning_rate': 0.0004116273167376348, 'batch_size': 53, 'n_neurons': 144, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
78,78,kfold_8,ANN,0.6752852202624109,0.5716021332380069,"{'learning_rate': 0.00038687443152154413, 'batch_size': 53, 'n_neurons': 146, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
79,79,kfold_8,ANN,0.12553078549015384,0.13648886625108947,"{'learning_rate': 0.0001447584019320233, 'batch_size': 51, 'n_neurons': 177, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
80,80,kfold_8,ANN,0.6346600128145532,0.7510174653221573,"{'learning_rate': 0.000496518028688256, 'batch_size': 53, 'n_neurons': 155, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
81,81,kfold_8,ANN,0.639046299053869,0.5678512425891424,"{'learning_rate': 0.0003089036678053637, 'batch_size': 52, 'n_neurons': 125, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
82,82,kfold_8,ANN,0.07528628884327315,0.06073035296635354,"{'learning_rate': 0.0002761698668845924, 'batch_size': 53, 'n_neurons': 163, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
83,83,kfold_8,ANN,0.5874071522787596,0.5179119186440498,"{'learning_rate': 0.00024161360525158735, 'batch_size': 56, 'n_neurons': 120, 'n_layers': 3, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
84,84,kfold_8,ANN,0.15704192772996595,0.12945569867260165,"{'learning_rate': 0.00012149878276909297, 'batch_size': 60, 'n_neurons': 137, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
85,85,kfold_8,ANN,0.6461220116421433,0.6074271650446575,"{'learning_rate': 0.00046437779058940663, 'batch_size': 56, 'n_neurons': 141, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
86,86,kfold_8,ANN,0.6238358149265021,0.6520527421794027,"{'learning_rate': 0.0004710973469216083, 'batch_size': 53, 'n_neurons': 132, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
87,87,kfold_8,ANN,0.45856379176515316,0.2493517576384856,"{'learning_rate': 0.00035695031271413614, 'batch_size': 63, 'n_neurons': 165, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
88,88,kfold_8,ANN,0.30220336059639574,0.07589113909391076,"{'learning_rate': 0.0002613607238563807, 'batch_size': 58, 'n_neurons': 133, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'Adam'}",
89,89,kfold_8,ANN,0.48556687558736167,0.4655396111030188,"{'learning_rate': 0.00012188420023846601, 'batch_size': 54, 'n_neurons': 169, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
90,90,kfold_8,ANN,0.597534914045533,0.5362616535321607,"{'learning_rate': 0.00018943726164665308, 'batch_size': 55, 'n_neurons': 153, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
91,91,kfold_8,ANN,0.676093826080449,0.671638644832744,"{'learning_rate': 0.00040463823936099595, 'batch_size': 60, 'n_neurons': 148, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
92,92,kfold_8,ANN,0.6260176266565007,0.5742556027006696,"{'learning_rate': 0.0003710485078691102, 'batch_size': 64, 'n_neurons': 161, 'n_layers': 6, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
93,93,kfold_8,ANN,0.6428418493533997,0.526143470568218,"{'learning_rate': 0.00025126379908700105, 'batch_size': 53, 'n_neurons': 165, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
94,94,kfold_8,ANN,0.6906255726254582,0.6645526666996973,"{'learning_rate': 0.0003659939266185751, 'batch_size': 60, 'n_neurons': 145, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
95,95,kfold_8,ANN,0.6435228891550393,0.6391411969013123,"{'learning_rate': 0.0004877900470583734, 'batch_size': 58, 'n_neurons': 139, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
96,96,kfold_8,ANN,0.44379850359025075,0.2384924429490085,"{'learning_rate': 0.00030966489781669704, 'batch_size': 57, 'n_neurons': 125, 'n_layers': 4, 'dist_mode': 'mlp', 'optimizer': 'SGD'}",
97,97,kfold_8,ANN,0.35606964294195187,0.25881588948201284,"{'learning_rate': 1.4685877132298159e-05, 'batch_size': 59, 'n_neurons': 124, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
98,98,kfold_8,ANN,0.6474049045106807,0.6126412755169073,"{'learning_rate': 0.0004385784752984918, 'batch_size': 50, 'n_neurons': 103, 'n_layers': 4, 'dist_mode': 'nam', 'optimizer': 'SGD'}",
99,99,kfold_8,ANN,0.13323455451773392,0.03285321296789967,"{'learning_rate': 0.00015232878050984726, 'batch_size': 52, 'n_neurons': 80, 'n_layers': 5, 'dist_mode': 'nam', 'optimizer': 'Adam'}",
100,0,kfold_8,HistGradientBoostingRegressor,0.0236205161565769,0.07352038348480816,"{'learning_rate': 0.0008933237660131832, 'max_depth': 10, 'min_samples_leaf': 16, 'max_leaf_nodes': 15, 'max_features': 0.10694330880563474, 'l2_regularization': 0.1167744424109608}",
101,1,kfold_8,HistGradientBoostingRegressor,0.430945972077598,0.40223375655136406,"{'learning_rate': 0.004578183279013649, 'max_depth': 6, 'min_samples_leaf': 1, 'max_leaf_nodes': 44, 'max_features': 0.2549235201366153, 'l2_regularization': 0.5733427398903989}",
102,2,kfold_8,HistGradientBoostingRegressor,0.03848747177874856,0.12117932777776497,"{'learning_rate': 0.0004888155427529312, 'max_depth': 4, 'min_samples_leaf': 17, 'max_leaf_nodes': 32, 'max_features': 0.796064111746906, 'l2_regularization': 0.27267020049118995}",
103,3,kfold_8,HistGradientBoostingRegressor,0.14873321888099778,0.33791718598554843,"{'learning_rate': 0.06907181737704224, 'max_depth': 10, 'min_samples_leaf': 17, 'max_leaf_nodes': 78, 'max_features': 0.12074580234551507, 'l2_regularization': 0.35169208560023835}",
104,4,kfold_8,HistGradientBoostingRegressor,0.05666293599856098,0.3175371268682786,"{'learning_rate': 0.0349978325845507, 'max_depth': 9, 'min_samples_leaf': 20, 'max_leaf_nodes': 65, 'max_features': 0.8522791147430766, 'l2_regularization': 0.796847746634247}",
105,5,kfold_8,HistGradientBoostingRegressor,0.5095702094829262,0.49911942697500167,"{'learning_rate': 0.4909200680957973, 'max_depth': 8, 'min_samples_leaf': 6, 'max_leaf_nodes': 99, 'max_features': 0.1646601548880037, 'l2_regularization': 0.49940569972238047}",
106,6,kfold_8,HistGradientBoostingRegressor,0.2563684122035912,0.3591315589415728,"{'learning_rate': 0.0030835788503074386, 'max_depth': 6, 'min_samples_leaf': 16, 'max_leaf_nodes': 48, 'max_features': 0.9134315645316825, 'l2_regularization': 0.021254837430340734}",
107,7,kfold_8,HistGradientBoostingRegressor,0.7228379874394304,0.6969200347402928,"{'learning_rate': 0.41082666167709453, 'max_depth': 5, 'min_samples_leaf': 2, 'max_leaf_nodes': 64, 'max_features': 0.9632861609781421, 'l2_regularization': 0.3520824798613924}",
108,8,kfold_8,HistGradientBoostingRegressor,-0.0024564451913446916,0.0378083527265517,"{'learning_rate': 0.00024907202902895245, 'max_depth': 3, 'min_samples_leaf': 17, 'max_leaf_nodes': 96, 'max_features': 0.35159410471024366, 'l2_regularization': 0.9415588709801624}",
109,9,kfold_8,HistGradientBoostingRegressor,0.6794059999091342,0.6471810542524226,"{'learning_rate': 0.0186801506396542, 'max_depth': 2, 'min_samples_leaf': 3, 'max_leaf_nodes': 87, 'max_features': 0.754529388268792, 'l2_regularization': 0.5537188794749773}",
110,10,kfold_8,HistGradientBoostingRegressor,0.6398330418406628,0.6215543505948649,"{'learning_rate': 0.1834528984591293, 'max_depth': 5, 'min_samples_leaf': 3, 'max_leaf_nodes': 67, 'max_features': 0.42740685821658936, 'l2_regularization': 0.06302206143983308}",
111,11,kfold_8,HistGradientBoostingRegressor,0.678618805411096,0.6520345132603124,"{'learning_rate': 0.045544029131247485, 'max_depth': 6, 'min_samples_leaf': 1, 'max_leaf_nodes': 96, 'max_features': 0.7099955659011571, 'l2_regularization': 0.5684267361227232}",
112,12,kfold_8,HistGradientBoostingRegressor,0.44315443743341076,0.3914795191430207,"{'learning_rate': 0.007023623251738715, 'max_depth': 1, 'min_samples_leaf': 6, 'max_leaf_nodes': 87, 'max_features': 0.5597321849047934, 'l2_regularization': 0.6545660724937197}",
113,13,kfold_8,HistGradientBoostingRegressor,0.5117662683566815,0.6743954630195977,"{'learning_rate': 0.1735393568565284, 'max_depth': 3, 'min_samples_leaf': 8, 'max_leaf_nodes': 68, 'max_features': 0.9065850850550187, 'l2_regularization': 0.4668038442520854}",
114,14,kfold_8,HistGradientBoostingRegressor,0.6568257507518634,0.610504350947697,"{'learning_rate': 0.3724644994978817, 'max_depth': 7, 'min_samples_leaf': 3, 'max_leaf_nodes': 32, 'max_features': 0.8135851035702674, 'l2_regularization': 0.48791036204087224}",
115,15,kfold_8,HistGradientBoostingRegressor,0.6806228034903853,0.6362183160311112,"{'learning_rate': 0.032043698530266715, 'max_depth': 2, 'min_samples_leaf': 1, 'max_leaf_nodes': 64, 'max_features': 0.9008759907721395, 'l2_regularization': 0.08238112112800355}",
116,16,kfold_8,HistGradientBoostingRegressor,0.6168334124781321,0.5709393729197141,"{'learning_rate': 0.003807614064420336, 'max_depth': 3, 'min_samples_leaf': 3, 'max_leaf_nodes': 69, 'max_features': 0.9630714472047011, 'l2_regularization': 0.11149038205324957}",
117,17,kfold_8,HistGradientBoostingRegressor,0.6614657077393847,0.6694799123903329,"{'learning_rate': 0.1277135217793905, 'max_depth': 1, 'min_samples_leaf': 4, 'max_leaf_nodes': 57, 'max_features': 0.678195064611519, 'l2_regularization': 0.1706013657121668}",
118,18,kfold_8,HistGradientBoostingRegressor,0.5547690541588941,0.45317412568074045,"{'learning_rate': 0.4276904208227468, 'max_depth': 5, 'min_samples_leaf': 7, 'max_leaf_nodes': 22, 'max_features': 0.2558065991013948, 'l2_regularization': 0.44946397106787817}",
