,n,CV_mode,Model,R2_val,R2_test,Parameters,object
910,10,kfold_8,BayesianRidge,-2.341950643289176,-0.021245250247539538,"{'alpha_1': 3.003652407814065e-08, 'alpha_2': 1.812604709594305e-05, 'lambda_1': 0.05557883990480351, 'lambda_2': 0.03697418182954212}",
911,11,kfold_8,BayesianRidge,-2.343479364836109,-0.015766116556072296,"{'alpha_1': 1.0618735950182455e-07, 'alpha_2': 1.4549019831182212e-05, 'lambda_1': 0.005310167434553764, 'lambda_2': 0.010089094452403363}",
912,12,kfold_8,BayesianRidge,-2.3841077563340396,-0.008279579816470317,"{'alpha_1': 3.366271725480834e-07, 'alpha_2': 0.0027797277300451034, 'lambda_1': 0.09696480459164576, 'lambda_2': 0.00012626162811882303}",
913,13,kfold_8,BayesianRidge,-2.342696412525965,-0.021485449912327814,"{'alpha_1': 1.936593332772967e-08, 'alpha_2': 0.00010490709203705207, 'lambda_1': 1.0707371372340192e-05, 'lambda_2': 0.03528838393944194}",
914,14,kfold_8,BayesianRidge,-2.3796133486632787,-0.008629408067377664,"{'alpha_1': 2.18070087273986e-08, 'alpha_2': 4.784307699628225e-07, 'lambda_1': 0.08179675329363603, 'lambda_2': 0.0001495544706382212}",
915,15,kfold_8,BayesianRidge,-2.3505266608213153,-0.012631569320192826,"{'alpha_1': 5.18732135962684e-08, 'alpha_2': 1.2778819278182521e-08, 'lambda_1': 0.00016892438591824323, 'lambda_2': 0.003112635044889205}",
916,16,kfold_8,BayesianRidge,-2.341737565883218,-0.020929957545126276,"{'alpha_1': 1.549935425598451e-05, 'alpha_2': 0.00016102678834865896, 'lambda_1': 0.058297461477958744, 'lambda_2': 0.03506607159504732}",
917,17,kfold_8,BayesianRidge,-2.3429860049058764,-0.02198973078262978,"{'alpha_1': 6.870629008153294e-06, 'alpha_2': 0.02719646814621754, 'lambda_1': 0.0017276236771884635, 'lambda_2': 0.03888295652829071}",
918,18,kfold_8,BayesianRidge,-2.3427257726267117,-0.021902870847622102,"{'alpha_1': 0.07011584998674388, 'alpha_2': 0.004011793174180332, 'lambda_1': 0.024363293393479285, 'lambda_2': 0.03956049237223856}",
919,19,kfold_8,BayesianRidge,-2.341947714035653,-0.019736298924433182,"{'alpha_1': 3.3241507348502974e-05, 'alpha_2': 8.140663777108648e-05, 'lambda_1': 0.004812843975427682, 'lambda_2': 0.0253606536254255}",
920,20,kfold_8,BayesianRidge,-2.3515131910267617,-0.012374917989088852,"{'alpha_1': 2.257674347966943e-08, 'alpha_2': 0.006636343757214652, 'lambda_1': 0.0001719853863143136, 'lambda_2': 0.0027188644218466883}",
921,21,kfold_8,BayesianRidge,-2.3476067915182224,-0.013352049313108294,"{'alpha_1': 0.00010813175249071525, 'alpha_2': 6.86295182106527e-05, 'lambda_1': 0.01387809481214212, 'lambda_2': 0.004727984648289901}",
922,22,kfold_8,BayesianRidge,-2.353101362172726,-0.01201873978872281,"{'alpha_1': 7.006366296596631e-06, 'alpha_2': 1.766696841591555e-05, 'lambda_1': 0.00010341341928829975, 'lambda_2': 0.0021891265259790437}",
923,23,kfold_8,BayesianRidge,-2.3459343222269227,-0.025184727146851937,"{'alpha_1': 8.695650604604053e-05, 'alpha_2': 2.5412369387148868e-06, 'lambda_1': 0.00952438726313274, 'lambda_2': 0.0693855637292722}",
924,24,kfold_8,BayesianRidge,-2.3503878303989145,-0.011852504133221142,"{'alpha_1': 5.268492501753779e-05, 'alpha_2': 0.00798640619243734, 'lambda_1': 0.0597328428820033, 'lambda_2': 0.003283309922640894}",
925,25,kfold_8,BayesianRidge,-2.3429235628491796,-0.0218598074500731,"{'alpha_1': 0.0003919263349964011, 'alpha_2': 0.00012979849605431663, 'lambda_1': 4.020246876542937e-05, 'lambda_2': 0.037840056097765085}",
926,26,kfold_8,BayesianRidge,-2.3482404056845567,-0.026967828911039105,"{'alpha_1': 6.73382480265358e-06, 'alpha_2': 0.00011518271021474455, 'lambda_1': 0.015861499507669557, 'lambda_2': 0.09550120902782855}",
927,27,kfold_8,BayesianRidge,-2.3472160644377067,-0.013689437790945336,"{'alpha_1': 1.7224524614181635e-08, 'alpha_2': 0.0005650645651330981, 'lambda_1': 0.0016021094705906968, 'lambda_2': 0.005049047752343607}",
928,28,kfold_8,BayesianRidge,-2.3720807947458225,-0.010170485793399964,"{'alpha_1': 0.03074703150226991, 'alpha_2': 0.01107034112664098, 'lambda_1': 8.664379955256809e-08, 'lambda_2': 6.377625982390663e-05}",
929,29,kfold_8,BayesianRidge,-2.379627343064559,-0.009590287129561892,"{'alpha_1': 0.0014676544977174572, 'alpha_2': 0.001078739581762938, 'lambda_1': 0.02573844229603872, 'lambda_2': 1.0641433542834e-05}",
930,30,kfold_8,BayesianRidge,-2.3796857659629644,-0.009786362175834284,"{'alpha_1': 0.007276628704689375, 'alpha_2': 4.965102833737484e-06, 'lambda_1': 0.015352163163542374, 'lambda_2': 1.986831008645286e-08}",
931,31,kfold_8,BayesianRidge,-2.340970866457299,-0.016397077535843296,"{'alpha_1': 5.7347556111758165e-08, 'alpha_2': 0.0011414447331455394, 'lambda_1': 0.09254023253365627, 'lambda_2': 0.015132455504876949}",
932,32,kfold_8,BayesianRidge,-2.341298872776166,-0.018229552681156447,"{'alpha_1': 2.0486859526926332e-07, 'alpha_2': 0.013428954679370686, 'lambda_1': 0.04191164563193871, 'lambda_2': 0.020092024538159826}",
933,33,kfold_8,BayesianRidge,-2.3428599943960675,-0.015741353636780753,"{'alpha_1': 1.5357985992113478e-08, 'alpha_2': 0.01136765731379387, 'lambda_1': 0.030779252207502952, 'lambda_2': 0.01089343101604427}",
934,34,kfold_8,BayesianRidge,-2.3419237033197073,-0.017091082349801834,"{'alpha_1': 2.253326518042991e-07, 'alpha_2': 0.008520769292983435, 'lambda_1': 0.02657085285360531, 'lambda_2': 0.01504699936273718}",
935,35,kfold_8,BayesianRidge,-2.3420460156913143,-0.015435067364284016,"{'alpha_1': 2.305823990836758e-06, 'alpha_2': 0.040309248947639084, 'lambda_1': 0.07659156793908317, 'lambda_2': 0.0115574883153939}",
936,36,kfold_8,BayesianRidge,-2.343424306475904,-0.015130872892158198,"{'alpha_1': 2.280368175495695e-07, 'alpha_2': 0.0041094837344034015, 'lambda_1': 0.03672790898489941, 'lambda_2': 0.00940375417995212}",
937,37,kfold_8,BayesianRidge,-2.348230338509756,-0.026981651625604064,"{'alpha_1': 3.7197143243492195e-08, 'alpha_2': 0.0034447705963879856, 'lambda_1': 0.02216118837728319, 'lambda_2': 0.09641005010617583}",
938,38,kfold_8,BayesianRidge,-2.377639354886773,-0.010091108090573675,"{'alpha_1': 1.1266907923593398e-07, 'alpha_2': 1.0579888295632935e-06, 'lambda_1': 1.934040181078342e-05, 'lambda_2': 6.137078174196977e-08}",
939,39,kfold_8,BayesianRidge,-2.346499136397896,-0.025583417441928047,"{'alpha_1': 0.0960608149400036, 'alpha_2': 2.396835938800578e-07, 'lambda_1': 7.040973170229127e-07, 'lambda_2': 0.07330256599363973}",
940,40,kfold_8,BayesianRidge,-2.387355828874729,-0.009444860344651751,"{'alpha_1': 1.6335995925878577e-06, 'alpha_2': 0.00012540116343430743, 'lambda_1': 0.03147390451578034, 'lambda_2': 8.200190281759189e-08}",
941,41,kfold_8,BayesianRidge,-2.368001489435022,-0.010327051558040923,"{'alpha_1': 0.00014135346029277697, 'alpha_2': 1.0757011628921795e-08, 'lambda_1': 7.755447404750571e-05, 'lambda_2': 0.00020159004169064703}",
942,42,kfold_8,BayesianRidge,-2.377662244028173,-0.010095008296691965,"{'alpha_1': 0.01764012411863548, 'alpha_2': 2.0620649033162263e-08, 'lambda_1': 6.216804697315995e-05, 'lambda_2': 2.888062275594949e-08}",
943,43,kfold_8,BayesianRidge,-2.3416727545586293,-0.018886683086004163,"{'alpha_1': 6.927770782189252e-07, 'alpha_2': 0.002802471052894444, 'lambda_1': 0.01698926446635664, 'lambda_2': 0.02185199262115879}",
944,44,kfold_8,BayesianRidge,-2.34195284786499,-0.0195474634984647,"{'alpha_1': 6.633463026019456e-07, 'alpha_2': 0.0023695412999607604, 'lambda_1': 0.0020867838489590637, 'lambda_2': 0.02427554568936559}",
945,45,kfold_8,BayesianRidge,-2.3553932843448506,-0.010509216161588064,"{'alpha_1': 1.741839836141667e-06, 'alpha_2': 0.0004594553918020955, 'lambda_1': 0.08426083298710256, 'lambda_2': 0.0019451380983173735}",
946,46,kfold_8,BayesianRidge,-2.378004659469826,-0.010047630412217234,"{'alpha_1': 1.6934445250454277e-06, 'alpha_2': 1.2084715666432198e-08, 'lambda_1': 0.0022187922166320945, 'lambda_2': 5.203312348897042e-07}",
947,47,kfold_8,BayesianRidge,-2.3419253507409663,-0.019981989623545138,"{'alpha_1': 8.798711873782315e-07, 'alpha_2': 0.002514685759949515, 'lambda_1': 0.01075608060562522, 'lambda_2': 0.026947428911858595}",
948,48,kfold_8,BayesianRidge,-2.341039802689842,-0.01626012590930115,"{'alpha_1': 1.6286102327601455e-07, 'alpha_2': 0.03709226730715842, 'lambda_1': 0.09241734751306047, 'lambda_2': 0.014677951276046744}",
949,49,kfold_8,BayesianRidge,-2.376969496798763,-0.010087627397045162,"{'alpha_1': 1.6658923754987297e-05, 'alpha_2': 0.0426468104815284, 'lambda_1': 4.074745400944695e-05, 'lambda_2': 2.026024156285314e-06}",
