,n,CV_mode,Model,R2_val,R2_test,Parameters,object
93,43,loo,XGBRegressor,0.7421496076309516,0.8350841457253831,"{'learning_rate': 0.06501605358141038, 'max_depth': 33, 'max_leaves': 5, 'min_child_weight': 4, 'reg_alpha': 9.366466576191816e-06, 'reg_lambda': 0.004639961693808971, 'subsample': 0.6278957202213105, 'colsample_bytree': 0.6775921935426296}",
94,44,loo,XGBRegressor,0.7229681953431013,0.8089575540855444,"{'learning_rate': 0.05531827098874825, 'max_depth': 36, 'max_leaves': 9, 'min_child_weight': 5, 'reg_alpha': 1.0034526608944072e-08, 'reg_lambda': 0.0001525220763916429, 'subsample': 0.5002133993214579, 'colsample_bytree': 0.6212428763916016}",
95,45,loo,XGBRegressor,0.6062175510255354,0.7083191674291238,"{'learning_rate': 0.017531695223342546, 'max_depth': 23, 'max_leaves': 11, 'min_child_weight': 2, 'reg_alpha': 4.8642402287315934e-08, 'reg_lambda': 0.000633143374598438, 'subsample': 0.6098040038154413, 'colsample_bytree': 0.6657378709175508}",
96,46,loo,XGBRegressor,0.7695276468556815,0.8056480258598001,"{'learning_rate': 0.39609842591543465, 'max_depth': 16, 'max_leaves': 9, 'min_child_weight': 4, 'reg_alpha': 1.5800900453150376e-08, 'reg_lambda': 3.4569347206672297e-07, 'subsample': 0.5624184002326879, 'colsample_bytree': 0.7127954909832002}",
97,47,loo,XGBRegressor,0.7243967138317067,0.8012733423044953,"{'learning_rate': 0.3512462360672089, 'max_depth': 37, 'max_leaves': 23, 'min_child_weight': 8, 'reg_alpha': 1.1544771407443558e-05, 'reg_lambda': 8.268640857641029e-08, 'subsample': 0.6071489749917414, 'colsample_bytree': 0.9469056238820102}",
98,48,loo,XGBRegressor,0.66112392662407,0.6895701147550655,"{'learning_rate': 0.46753760765130437, 'max_depth': 25, 'max_leaves': 7, 'min_child_weight': 5, 'reg_alpha': 9.25038667659483e-08, 'reg_lambda': 2.0686786998380476e-08, 'subsample': 0.538751252586368, 'colsample_bytree': 0.6264865718896045}",
99,49,loo,XGBRegressor,0.7756108858819539,0.8137040229569152,"{'learning_rate': 0.15325290247222925, 'max_depth': 14, 'max_leaves': 3, 'min_child_weight': 5, 'reg_alpha': 1.2965200138779572e-07, 'reg_lambda': 2.3208333982013265, 'subsample': 0.5547103831856139, 'colsample_bytree': 0.6025367420297708}",
100,0,loo,KNeighborsRegressor,0.35423310513056605,0.4365718975783014,"{'n_neighbors': 43, 'weights': 'distance', 'leaf_size': 97, 'p': 2}",
101,1,loo,KNeighborsRegressor,0.39556056547059526,0.5028786078445211,"{'n_neighbors': 25, 'weights': 'distance', 'leaf_size': 45, 'p': 1}",
102,2,loo,KNeighborsRegressor,0.2818888677295738,0.28124681794082373,"{'n_neighbors': 46, 'weights': 'uniform', 'leaf_size': 48, 'p': 2}",
103,3,loo,KNeighborsRegressor,0.3984074174452288,0.4582760126689077,"{'n_neighbors': 12, 'weights': 'uniform', 'leaf_size': 87, 'p': 1}",
104,4,loo,KNeighborsRegressor,0.4420869920028637,0.5906290236247678,"{'n_neighbors': 4, 'weights': 'distance', 'leaf_size': 96, 'p': 2}",
105,5,loo,KNeighborsRegressor,0.448750092914488,0.5027974756740264,"{'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 63, 'p': 2}",
106,6,loo,KNeighborsRegressor,0.4339589493774306,0.4538642307690304,"{'n_neighbors': 11, 'weights': 'uniform', 'leaf_size': 96, 'p': 2}",
107,7,loo,KNeighborsRegressor,0.3219146097725185,0.325224510907529,"{'n_neighbors': 35, 'weights': 'uniform', 'leaf_size': 50, 'p': 2}",
108,8,loo,KNeighborsRegressor,0.46791788690704306,0.5432793320908721,"{'n_neighbors': 12, 'weights': 'distance', 'leaf_size': 27, 'p': 2}",
109,9,loo,KNeighborsRegressor,0.47031779766258697,0.5011244225869428,"{'n_neighbors': 7, 'weights': 'uniform', 'leaf_size': 85, 'p': 2}",
110,10,loo,KNeighborsRegressor,0.43605274924827486,0.43332792040659485,"{'n_neighbors': 13, 'weights': 'uniform', 'leaf_size': 46, 'p': 2}",
111,11,loo,KNeighborsRegressor,0.4208632860467061,0.5383168055839763,"{'n_neighbors': 16, 'weights': 'distance', 'leaf_size': 48, 'p': 1}",
112,12,loo,KNeighborsRegressor,0.37104851589502374,0.45955718816162794,"{'n_neighbors': 39, 'weights': 'distance', 'leaf_size': 71, 'p': 1}",
113,13,loo,KNeighborsRegressor,0.41453054193274297,0.5256795535979247,"{'n_neighbors': 6, 'weights': 'uniform', 'leaf_size': 89, 'p': 1}",
114,14,loo,KNeighborsRegressor,0.4225459773869623,0.5080161666972928,"{'n_neighbors': 7, 'weights': 'uniform', 'leaf_size': 26, 'p': 1}",
115,15,loo,KNeighborsRegressor,0.4074443719535462,0.391900549497341,"{'n_neighbors': 19, 'weights': 'uniform', 'leaf_size': 32, 'p': 2}",
116,16,loo,KNeighborsRegressor,0.3947327749612164,0.4634319315042733,"{'n_neighbors': 32, 'weights': 'distance', 'leaf_size': 89, 'p': 2}",
117,17,loo,KNeighborsRegressor,0.35768973912285806,0.417915340481942,"{'n_neighbors': 16, 'weights': 'uniform', 'leaf_size': 24, 'p': 1}",
118,18,loo,KNeighborsRegressor,0.3833621992303128,0.4388752860042501,"{'n_neighbors': 14, 'weights': 'uniform', 'leaf_size': 23, 'p': 1}",
119,19,loo,KNeighborsRegressor,0.46451423269541525,0.5665701730206169,"{'n_neighbors': 11, 'weights': 'distance', 'leaf_size': 96, 'p': 1}",
120,20,loo,KNeighborsRegressor,0.4198208201433832,0.5751167812062433,"{'n_neighbors': 3, 'weights': 'distance', 'leaf_size': 36, 'p': 2}",
121,21,loo,KNeighborsRegressor,0.4419359943988126,0.5495141703322397,"{'n_neighbors': 14, 'weights': 'distance', 'leaf_size': 97, 'p': 1}",
122,22,loo,KNeighborsRegressor,0.4375608610774778,0.49672176758389386,"{'n_neighbors': 22, 'weights': 'distance', 'leaf_size': 27, 'p': 2}",
123,23,loo,KNeighborsRegressor,0.3937027913425145,0.5246343300908303,"{'n_neighbors': 3, 'weights': 'uniform', 'leaf_size': 69, 'p': 2}",
124,24,loo,KNeighborsRegressor,0.2903059144114568,0.29474088883966054,"{'n_neighbors': 43, 'weights': 'uniform', 'leaf_size': 13, 'p': 1}",
125,25,loo,KNeighborsRegressor,0.46570606793341474,0.536327065574215,"{'n_neighbors': 13, 'weights': 'distance', 'leaf_size': 10, 'p': 2}",
126,26,loo,KNeighborsRegressor,0.4606225008368938,0.5257638434324463,"{'n_neighbors': 15, 'weights': 'distance', 'leaf_size': 12, 'p': 2}",
127,27,loo,KNeighborsRegressor,0.4079658746646281,0.5272992840678701,"{'n_neighbors': 4, 'weights': 'uniform', 'leaf_size': 11, 'p': 2}",
128,28,loo,KNeighborsRegressor,0.4267812106518697,0.5978853323218828,"{'n_neighbors': 4, 'weights': 'distance', 'leaf_size': 11, 'p': 1}",
129,29,loo,KNeighborsRegressor,0.4420869920028637,0.5906290236247678,"{'n_neighbors': 4, 'weights': 'distance', 'leaf_size': 16, 'p': 2}",
130,30,loo,KNeighborsRegressor,0.38786111381279753,0.3728245562420711,"{'n_neighbors': 25, 'weights': 'uniform', 'leaf_size': 96, 'p': 2}",
131,31,loo,KNeighborsRegressor,0.46313259663704975,0.5830159409255546,"{'n_neighbors': 8, 'weights': 'distance', 'leaf_size': 85, 'p': 1}",
132,32,loo,KNeighborsRegressor,0.46570606793341474,0.536327065574215,"{'n_neighbors': 13, 'weights': 'distance', 'leaf_size': 34, 'p': 2}",
133,33,loo,KNeighborsRegressor,0.4665146304996134,0.5298672192178694,"{'n_neighbors': 14, 'weights': 'distance', 'leaf_size': 41, 'p': 2}",
134,34,loo,KNeighborsRegressor,0.49148860005584116,0.5849796658072277,"{'n_neighbors': 7, 'weights': 'distance', 'leaf_size': 62, 'p': 2}",
135,35,loo,KNeighborsRegressor,0.4198208201433832,0.5751167812062433,"{'n_neighbors': 3, 'weights': 'distance', 'leaf_size': 67, 'p': 2}",
136,36,loo,KNeighborsRegressor,0.4665146304996134,0.5298672192178694,"{'n_neighbors': 14, 'weights': 'distance', 'leaf_size': 52, 'p': 2}",
137,37,loo,KNeighborsRegressor,0.46791788690704306,0.5432793320908721,"{'n_neighbors': 12, 'weights': 'distance', 'leaf_size': 75, 'p': 2}",
138,38,loo,KNeighborsRegressor,0.46570606793341474,0.536327065574215,"{'n_neighbors': 13, 'weights': 'distance', 'leaf_size': 77, 'p': 2}",
139,39,loo,KNeighborsRegressor,0.3937027913425145,0.5246343300908303,"{'n_neighbors': 3, 'weights': 'uniform', 'leaf_size': 87, 'p': 2}",
140,40,loo,KNeighborsRegressor,0.3463371556917265,0.42502856058607574,"{'n_neighbors': 47, 'weights': 'distance', 'leaf_size': 12, 'p': 2}",
141,41,loo,KNeighborsRegressor,0.4838953773929917,0.5748517428222149,"{'n_neighbors': 8, 'weights': 'distance', 'leaf_size': 55, 'p': 2}",
142,42,loo,KNeighborsRegressor,0.2665786303201423,0.27198322674133446,"{'n_neighbors': 47, 'weights': 'uniform', 'leaf_size': 78, 'p': 1}",
143,43,loo,KNeighborsRegressor,0.48393112494782753,0.5568799959201394,"{'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 63, 'p': 2}",
144,44,loo,KNeighborsRegressor,0.48736756518592994,0.567834245572119,"{'n_neighbors': 9, 'weights': 'distance', 'leaf_size': 56, 'p': 2}",
145,45,loo,KNeighborsRegressor,0.4420869920028637,0.5906290236247678,"{'n_neighbors': 4, 'weights': 'distance', 'leaf_size': 56, 'p': 2}",
146,46,loo,KNeighborsRegressor,0.4228819101287551,0.3877869027402465,"{'n_neighbors': 21, 'weights': 'uniform', 'leaf_size': 64, 'p': 2}",
147,47,loo,KNeighborsRegressor,0.48736756518592994,0.567834245572119,"{'n_neighbors': 9, 'weights': 'distance', 'leaf_size': 62, 'p': 2}",
148,48,loo,KNeighborsRegressor,0.4838953773929917,0.5748517428222149,"{'n_neighbors': 8, 'weights': 'distance', 'leaf_size': 64, 'p': 2}",
149,49,loo,KNeighborsRegressor,0.4665146304996134,0.5298672192178694,"{'n_neighbors': 14, 'weights': 'distance', 'leaf_size': 60, 'p': 2}",
150,0,loo,SVR,0.572068763898685,0.5238138146838371,"{'C': 149.23800460140234, 'kernel': 'linear', 'gamma': 'scale', 'degree': 4}",
151,1,loo,SVR,0.1775473608966326,-0.3247991561430412,"{'C': 74.06899859695363, 'kernel': 'poly', 'gamma': 'scale', 'degree': 3}",
152,2,loo,SVR,0.3685939328507476,0.37888900895365196,"{'C': 1.8780022477729563, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 4}",
153,3,loo,SVR,-0.2931298139497438,-0.18517588455784684,"{'C': 4.43323934854063, 'kernel': 'poly', 'gamma': 'scale', 'degree': 4}",
154,4,loo,SVR,0.020965289680152654,0.04228726632789204,"{'C': 0.05753848617827494, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 3}",
155,5,loo,SVR,0.5717091006697387,0.5238146817293042,"{'C': 225.18645497663917, 'kernel': 'linear', 'gamma': 'auto', 'degree': 2}",
156,6,loo,SVR,0.5437490501851829,0.6381583725860076,"{'C': 8.142174525731402, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 5}",
157,7,loo,SVR,-0.0306188503845779,9.141558840575215e-05,"{'C': 0.0056807025823998195, 'kernel': 'poly', 'gamma': 'scale', 'degree': 2}",
158,8,loo,SVR,0.492444149816191,0.5130585335420788,"{'C': 3.890778285055383, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 2}",
159,9,loo,SVR,0.05369985872090943,0.07104578646923354,"{'C': 0.010464380582511862, 'kernel': 'linear', 'gamma': 'auto', 'degree': 4}",
160,10,loo,SVR,-0.030718852882755554,-0.0008588605919916947,"{'C': 0.0010241607910514362, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 2}",
161,11,loo,SVR,0.05717252930424721,0.07457772024973253,"{'C': 0.01100172414396839, 'kernel': 'linear', 'gamma': 'scale', 'degree': 2}",
162,12,loo,SVR,0.6090689734971628,0.5250589550109062,"{'C': 4.0173260768792645, 'kernel': 'linear', 'gamma': 'auto', 'degree': 2}",
163,13,loo,SVR,-3.1789926232369226,-5.412117788743158,"{'C': 33.78035589325648, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 5}",
164,14,loo,SVR,-0.029946389297113463,0.0005351759183684912,"{'C': 0.004874385355675291, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 4}",
165,15,loo,SVR,0.5854065991018762,0.528407399417056,"{'C': 8.666054266344785, 'kernel': 'linear', 'gamma': 'scale', 'degree': 4}",
166,16,loo,SVR,-0.015984115869392745,0.012818093626916438,"{'C': 0.0019391511729551203, 'kernel': 'linear', 'gamma': 'scale', 'degree': 3}",
167,17,loo,SVR,0.6490126553737119,0.5335685221084352,"{'C': 1.5880990637060683, 'kernel': 'linear', 'gamma': 'scale', 'degree': 5}",
168,18,loo,SVR,-0.0016079100992143491,0.02553185577296513,"{'C': 0.032105547186714004, 'kernel': 'poly', 'gamma': 'scale', 'degree': 3}",
169,19,loo,SVR,0.577287952140253,0.688514775152036,"{'C': 12.570370339055689, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3}",
170,20,loo,SVR,0.4704156780171328,0.4133590818263082,"{'C': 0.12094254032617549, 'kernel': 'linear', 'gamma': 'auto', 'degree': 2}",
171,21,loo,SVR,0.6114381839676667,0.505079647337631,"{'C': 0.30926197423139057, 'kernel': 'linear', 'gamma': 'scale', 'degree': 5}",
172,22,loo,SVR,0.46710213104791165,0.41250182599553786,"{'C': 0.11877132497809798, 'kernel': 'linear', 'gamma': 'scale', 'degree': 5}",
173,23,loo,SVR,0.06985506858498214,0.0881195101402068,"{'C': 0.12447474962026918, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 5}",
174,24,loo,SVR,0.034706005871167456,-0.8930114967079064,"{'C': 16.17240087027608, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 2}",
175,25,loo,SVR,0.6005568153668235,0.5280836287169067,"{'C': 6.023482675096624, 'kernel': 'linear', 'gamma': 'auto', 'degree': 3}",
176,26,loo,SVR,0.5974944137450116,0.5290159448442036,"{'C': 6.412506598290971, 'kernel': 'linear', 'gamma': 'scale', 'degree': 5}",
177,27,loo,SVR,0.6655920967342147,0.5367938246522904,"{'C': 1.0902107841774986, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
178,28,loo,SVR,0.6654998712276178,0.5397997950563855,"{'C': 0.8825255219376738, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
179,29,loo,SVR,0.6645030229716753,0.5362492665227032,"{'C': 1.2827978236058402, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
180,30,loo,SVR,0.5652308710387167,0.4846200794650338,"{'C': 0.2259249661505778, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
181,31,loo,SVR,0.5768102038350174,0.5249047223432259,"{'C': 24.017806328019635, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
182,32,loo,SVR,0.6607696317088563,0.5347330275515544,"{'C': 1.3987153945567727, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
183,33,loo,SVR,0.06941474246107582,0.054219012678081824,"{'C': 0.7667202212576401, 'kernel': 'poly', 'gamma': 'auto', 'degree': 4}",
184,34,loo,SVR,-0.019271964227995264,0.010411388466444405,"{'C': 0.03231807199395083, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 5}",
185,35,loo,SVR,0.6471063229800552,0.5334650205061784,"{'C': 1.6163910228607907, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
186,36,loo,SVR,0.667689637761984,0.5368054948516567,"{'C': 1.230070417854685, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
187,37,loo,SVR,0.20131300553382592,0.2470557656651584,"{'C': 0.3809589572666971, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 5}",
188,38,loo,SVR,0.0425507452947157,-0.08181613945713995,"{'C': 0.581186341468621, 'kernel': 'poly', 'gamma': 'auto', 'degree': 5}",
189,39,loo,SVR,0.6696487045318755,0.5406241190291334,"{'C': 0.8051211555765226, 'kernel': 'linear', 'gamma': 'auto', 'degree': 4}",
190,40,loo,SVR,0.6646559286164974,0.5412202448070587,"{'C': 0.7277181611792289, 'kernel': 'linear', 'gamma': 'auto', 'degree': 4}",
191,41,loo,SVR,0.6646431683529418,0.5365493355184542,"{'C': 1.0154026500741993, 'kernel': 'linear', 'gamma': 'auto', 'degree': 4}",
192,42,loo,SVR,0.48001903119736167,0.4215258216632002,"{'C': 0.13068628819749117, 'kernel': 'linear', 'gamma': 'auto', 'degree': 4}",
193,43,loo,SVR,-0.4930528111099297,-0.44405463091907604,"{'C': 302.8596573593922, 'kernel': 'poly', 'gamma': 'auto', 'degree': 3}",
194,44,loo,SVR,0.6363580086718157,0.531969920580809,"{'C': 1.9736801882584103, 'kernel': 'linear', 'gamma': 'auto', 'degree': 4}",
195,45,loo,SVR,0.31489129146700146,0.31428335182305245,"{'C': 1.264404462157045, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 3}",
196,46,loo,SVR,0.6408174228588801,0.6963722968301764,"{'C': 622.8019306545114, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 5}",
197,47,loo,SVR,0.6378972797792988,0.5327445111591518,"{'C': 0.5386452172916577, 'kernel': 'linear', 'gamma': 'scale', 'degree': 3}",
198,48,loo,SVR,0.26812397754699524,0.30002246092292884,"{'C': 0.05156925870765737, 'kernel': 'linear', 'gamma': 'auto', 'degree': 5}",
199,49,loo,SVR,0.12897010489877225,0.14773114514748031,"{'C': 0.4881789120758188, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 4}",
200,0,loo,KernelRidge,-27.463371626609995,-22.037083670007544,"{'alpha': 5.672917594915242e-05, 'kernel': 'poly', 'degree': 3}",
201,1,loo,KernelRidge,-0.16685166025040976,0.2596533267502378,"{'alpha': 0.054921627670086216, 'kernel': 'poly', 'degree': 4}",
202,2,loo,KernelRidge,-4.964561615401118,-4.2566576686582085,"{'alpha': 0.000413597861669828, 'kernel': 'linear', 'degree': 3}",
203,3,loo,KernelRidge,-4.964614788907241,-4.2566431617285225,"{'alpha': 4.563458478537e-10, 'kernel': 'linear', 'degree': 2}",
204,4,loo,KernelRidge,-32.61577158642511,-8.979924248422535,"{'alpha': 9.73943977404195e-09, 'kernel': 'poly', 'degree': 5}",
205,5,loo,KernelRidge,-150.0565012632478,-211.7638725495354,"{'alpha': 7.750743996123388e-07, 'kernel': 'poly', 'degree': 3}",
206,6,loo,KernelRidge,0.5448871021444588,0.03200577355412926,"{'alpha': 4.543415369238773e-10, 'kernel': 'poly', 'degree': 2}",
207,7,loo,KernelRidge,-4.627375138688946,-1.9923369493093723,"{'alpha': 0.0010800111703395828, 'kernel': 'poly', 'degree': 3}",
208,8,loo,KernelRidge,-32.61576280329719,-8.979922272427856,"{'alpha': 9.814255546057592e-09, 'kernel': 'poly', 'degree': 5}",
209,9,loo,KernelRidge,-4.9645858079855465,-4.256657159595729,"{'alpha': 5.2397548749300226e-08, 'kernel': 'linear', 'degree': 3}",
210,10,loo,KernelRidge,0.6196706398792411,0.6489603162486781,"{'alpha': 0.004355024104737076, 'kernel': 'rbf', 'degree': 4}",
211,11,loo,KernelRidge,-32.61598438471362,-8.979972123865851,"{'alpha': 7.926685236160405e-09, 'kernel': 'poly', 'degree': 5}",
212,12,loo,KernelRidge,-4.964740361611495,-4.256625287545238,"{'alpha': 1.1232881936451118e-10, 'kernel': 'linear', 'degree': 5}",
213,13,loo,KernelRidge,-91.85537483379548,-31.744340654909728,"{'alpha': 0.007763768457392295, 'kernel': 'sigmoid', 'degree': 5}",
214,14,loo,KernelRidge,-8140.556176928706,-1016.5581639594609,"{'alpha': 1.3063393478088458e-09, 'kernel': 'sigmoid', 'degree': 3}",
215,15,loo,KernelRidge,-299.48906675981993,-463.7897034759013,"{'alpha': 4.800146082155144e-08, 'kernel': 'poly', 'degree': 3}",
216,16,loo,KernelRidge,-32.61687681932345,-8.980172905295074,"{'alpha': 3.2473034666861847e-10, 'kernel': 'poly', 'degree': 5}",
217,17,loo,KernelRidge,-514.6671472749952,-173.17383264084492,"{'alpha': 8.663230067872002e-05, 'kernel': 'sigmoid', 'degree': 2}",
218,18,loo,KernelRidge,0.31231097774484606,0.13880382197453267,"{'alpha': 1.3469079367952588e-08, 'kernel': 'rbf', 'degree': 3}",
219,19,loo,KernelRidge,-5028.165700942701,-94.37026157969679,"{'alpha': 5.049268635476776e-06, 'kernel': 'sigmoid', 'degree': 2}",
220,20,loo,KernelRidge,0.5448898964171647,0.03200386167027125,"{'alpha': 1.4182137550440557e-10, 'kernel': 'poly', 'degree': 2}",
221,21,loo,KernelRidge,0.5448877796513458,0.032000275597298455,"{'alpha': 1.2763584288484082e-10, 'kernel': 'poly', 'degree': 2}",
222,22,loo,KernelRidge,0.622646571618581,0.6536943363356362,"{'alpha': 0.005032760744236645, 'kernel': 'rbf', 'degree': 5}",
223,23,loo,KernelRidge,0.4452027250426227,0.21985471230974385,"{'alpha': 1.8423728867025965e-05, 'kernel': 'rbf', 'degree': 4}",
224,24,loo,KernelRidge,0.6369654777793514,0.6752796356147961,"{'alpha': 0.046865281888141694, 'kernel': 'rbf', 'degree': 5}",
225,25,loo,KernelRidge,0.6275168781720692,0.6704591209601614,"{'alpha': 0.06766522522351578, 'kernel': 'rbf', 'degree': 5}",
226,26,loo,KernelRidge,0.6196201344140146,0.6663146327874945,"{'alpha': 0.08445628026433326, 'kernel': 'rbf', 'degree': 5}",
227,27,loo,KernelRidge,-4.964544506286732,-4.256657957157084,"{'alpha': 0.0007111091043005137, 'kernel': 'linear', 'degree': 5}",
228,28,loo,KernelRidge,0.5409892728094209,0.3706233077937572,"{'alpha': 0.00016624394675028974, 'kernel': 'rbf', 'degree': 5}",
229,29,loo,KernelRidge,0.6124873383502789,0.6352832092071701,"{'alpha': 0.0030454130317039293, 'kernel': 'rbf', 'degree': 5}",
230,30,loo,KernelRidge,-26.970998536501988,-7.742985354752047,"{'alpha': 6.395813773316209e-05, 'kernel': 'poly', 'degree': 5}",
231,31,loo,KernelRidge,0.6431448994484448,0.6782835214753088,"{'alpha': 0.027380431989901425, 'kernel': 'rbf', 'degree': 3}",
232,32,loo,KernelRidge,0.6332633766356106,0.667687026564014,"{'alpha': 0.008671641124619964, 'kernel': 'rbf', 'degree': 2}",
233,33,loo,KernelRidge,0.6389350744047324,0.6737771047742931,"{'alpha': 0.012500315704391338, 'kernel': 'rbf', 'degree': 2}",
234,34,loo,KernelRidge,0.618036724031113,0.6654656332864861,"{'alpha': 0.08785602929593161, 'kernel': 'rbf', 'degree': 2}",
235,35,loo,KernelRidge,0.5770700789550138,0.49188091926237676,"{'alpha': 0.00046016230538729885, 'kernel': 'rbf', 'degree': 2}",
236,36,loo,KernelRidge,-4.964201771349123,-4.256663758497186,"{'alpha': 0.006682387494938469, 'kernel': 'linear', 'degree': 2}",
237,37,loo,KernelRidge,0.6396394195165724,0.6766267388776931,"{'alpha': 0.04013942075381502, 'kernel': 'rbf', 'degree': 3}",
238,38,loo,KernelRidge,-5.008604946493966,-0.7110879901408964,"{'alpha': 0.01915175568785324, 'kernel': 'sigmoid', 'degree': 3}",
239,39,loo,KernelRidge,0.6339393017288544,0.6737462629761382,"{'alpha': 0.05379546601950278, 'kernel': 'rbf', 'degree': 3}",
240,40,loo,KernelRidge,0.5588594799302571,0.42314673113009804,"{'alpha': 0.00025895751282900087, 'kernel': 'rbf', 'degree': 3}",
241,41,loo,KernelRidge,0.6409624197498126,0.6772856127206703,"{'alpha': 0.03634351595195186, 'kernel': 'rbf', 'degree': 3}",
242,42,loo,KernelRidge,0.6190431601984772,0.6660060347767227,"{'alpha': 0.08569304137114112, 'kernel': 'rbf', 'degree': 3}",
243,43,loo,KernelRidge,0.6204244304537309,0.6502019593229806,"{'alpha': 0.00451766521287843, 'kernel': 'rbf', 'degree': 3}",
244,44,loo,KernelRidge,0.3379069938903875,0.2629726633309931,"{'alpha': 0.02688383115803148, 'kernel': 'poly', 'degree': 3}",
245,45,loo,KernelRidge,-3820.1018608126374,-125.44673237125437,"{'alpha': 1.1202670514365436e-05, 'kernel': 'sigmoid', 'degree': 4}",
246,46,loo,KernelRidge,-715.2616530430543,-5.161231911695214,"{'alpha': 0.075589661901706, 'kernel': 'sigmoid', 'degree': 2}",
247,47,loo,KernelRidge,-4.964247212270193,-4.256662986907909,"{'alpha': 0.0058894416160876545, 'kernel': 'linear', 'degree': 3}",
248,48,loo,KernelRidge,0.6212221652457466,0.6514835902201885,"{'alpha': 0.00469619745402273, 'kernel': 'rbf', 'degree': 3}",
249,49,loo,KernelRidge,0.6341154877645389,0.6738357463792501,"{'alpha': 0.05340313717721006, 'kernel': 'rbf', 'degree': 3}",
250,0,loo,GradientBoostingRegressor,0.4022637997644397,0.4810849048206509,"{'learning_rate': 0.003182536144453509, 'max_depth': 38, 'min_samples_split': 17, 'min_samples_leaf': 7, 'max_features': 0.8216631595400539, 'subsample': 0.7235434136001061}",
251,1,loo,GradientBoostingRegressor,0.019482775503293137,0.04033610035065893,"{'learning_rate': 0.0003202373762111188, 'max_depth': 32, 'min_samples_split': 34, 'min_samples_leaf': 10, 'max_features': 0.36401371850529535, 'subsample': 0.762694976689467}",
252,2,loo,GradientBoostingRegressor,0.6905282486809594,0.7594600447204272,"{'learning_rate': 0.08674977756109506, 'max_depth': 38, 'min_samples_split': 7, 'min_samples_leaf': 19, 'max_features': 0.1756521319677423, 'subsample': 0.6662356644491577}",
253,3,loo,GradientBoostingRegressor,0.5867397654599111,0.6645637965793352,"{'learning_rate': 0.012599710960111981, 'max_depth': 29, 'min_samples_split': 28, 'min_samples_leaf': 20, 'max_features': 0.7512501431536976, 'subsample': 0.6728919702295211}",
254,4,loo,GradientBoostingRegressor,0.45691901505323007,0.4999097692287716,"{'learning_rate': 0.009119434771243873, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 14, 'max_features': 0.10638307183555247, 'subsample': 0.8303745769597988}",
255,5,loo,GradientBoostingRegressor,0.7131714225607013,0.7447134865977533,"{'learning_rate': 0.43337567944338834, 'max_depth': 18, 'min_samples_split': 23, 'min_samples_leaf': 12, 'max_features': 0.18739430991808395, 'subsample': 0.7905276549721721}",
256,6,loo,GradientBoostingRegressor,0.12022303537246115,0.1606189046360399,"{'learning_rate': 0.0019504797290009867, 'max_depth': 5, 'min_samples_split': 58, 'min_samples_leaf': 1, 'max_features': 0.7206557041836407, 'subsample': 0.5868543228676625}",
257,7,loo,GradientBoostingRegressor,0.5662236732536483,0.6370103451802959,"{'learning_rate': 0.01875439541599751, 'max_depth': 29, 'min_samples_split': 49, 'min_samples_leaf': 9, 'max_features': 0.1571920685051976, 'subsample': 0.8324389227928324}",
258,8,loo,GradientBoostingRegressor,0.021306288958632402,0.041474310622879984,"{'learning_rate': 0.000502150512377441, 'max_depth': 42, 'min_samples_split': 47, 'min_samples_leaf': 19, 'max_features': 0.12099595095860581, 'subsample': 0.9360244259924133}",
259,9,loo,GradientBoostingRegressor,0.009584276890510779,0.02970014267038157,"{'learning_rate': 0.00035669152560272754, 'max_depth': 9, 'min_samples_split': 50, 'min_samples_leaf': 15, 'max_features': 0.13796251032363818, 'subsample': 0.916237943948652}",
260,10,loo,GradientBoostingRegressor,0.39334363827553487,0.4421072265931948,"{'learning_rate': 0.007102353779003282, 'max_depth': 36, 'min_samples_split': 7, 'min_samples_leaf': 16, 'max_features': 0.13509756942074905, 'subsample': 0.8705951260540288}",
